AssessmentRegistrationId;AssignedByPersonId;digitalRandomKey;DateDigitalRandomKey;personIDDigitalRandomKey;CourseSectionId;CreationDate;Description;DueDate;DueTime;LeaOrganizationId;MaximumAttemptsAllowed;MaximumTimeAllowed;OrganizationCalendarSessionId;PossiblePoints;Prerequisite;RecordEndDateTime;RecordStartDateTime;RefLanguageId;RefLearnerActivityAddToGradeBookFlagId;RefLearnerActivityMaximumTimeAllowedUnitsId;RefLearnerActivityTypeId;ReleaseDate;RubricUrl;SchoolOrganizationId;Title;Weight;LearnerActivityId;PersonId
187448681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1205;26034609
187748681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1206;25884927
187848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1207;26003455
188148681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1208;25752084
188348681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1209;26119676
188448681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1210;25780309
188548681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1211;25985857
188648681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1212;26065351
188748681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1213;26029286
188848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1214;25882754
188948681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1215;25912538
189048681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1216;25962712
189148681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1217;25862157
189348681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1218;26061868
189648681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1219;25726477
189748681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1220;25815345
189848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1221;25884848
190248681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1222;26041600
190948681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1223;25767906
191048681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1224;26103632
191248681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1225;26192126
192848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1226;25779404
194848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1227;26194947
196248681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1228;25926243
196348681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1229;25926210
196948681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1230;25843198
198248681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1231;25916255
198848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1232;25877948
203348681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1233;25724316
203748681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1234;25787343
203848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1235;25999573
205348681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1236;26094851
205548681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1237;25865046
205948681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1238;25957604
206048681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1239;25810941
206748681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1240;26179426
207848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1241;25766975
250848681020;;;;;;;;;;;;;;;;;;;;;;;;;;5;1242;25831165
186548691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1243;25979187
186648691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1244;25750672
186748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1245;25738111
186848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1246;25748274
186948691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1247;25729196
187048691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1248;25901733
187148691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1249;25958247
187248691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1250;25850089
187448691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1251;26034609
187748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1252;25884927
187848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1253;26003455
188148691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1254;25752084
188348691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1255;26119676
188448691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1256;25780309
188548691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1257;25985857
188648691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1258;26065351
188748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1259;26029286
188848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1260;25882754
188948691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1261;25912538
189048691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1262;25962712
189148691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1263;25862157
189348691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1264;26061868
189648691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1265;25726477
189748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1266;25815345
189848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1267;25884848
190248691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1268;26041600
190948691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1269;25767906
191048691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1270;26103632
191248691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1271;26192126
192848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1272;25779404
194848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1273;26194947
196248691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1274;25926243
196348691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1275;25926210
196948691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1276;25843198
198248691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1277;25916255
198848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1278;25877948
203348691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1279;25724316
203748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1280;25787343
203848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1281;25999573
205348691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1282;26094851
205548691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1283;25865046
205948691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1284;25957604
206048691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1285;25810941
206748691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1286;26179426
207848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1287;25766975
250848691020;;;;;;;;;;;;;;;;;;;;;;;;;;50;1288;25831165
186553071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1289;25979187
186653071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1290;25750672
186753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1291;25738111
186853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1292;25748274
186953071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1293;25729196
187053071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1294;25901733
187153071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1295;25958247
187253071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1296;25850089
187453071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1297;26034609
187753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1298;25884927
187853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1299;26003455
188153071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1300;25752084
188353071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1301;26119676
188453071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1302;25780309
188553071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1303;25985857
188653071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1304;26065351
188753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1305;26029286
188853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1306;25882754
188953071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1307;25912538
189053071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1308;25962712
189153071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1309;25862157
189353071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1310;26061868
189653071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1311;25726477
189753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1312;25815345
189853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1313;25884848
190253071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1314;26041600
190953071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1315;25767906
191053071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1316;26103632
191253071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1317;26192126
192853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1318;25779404
194853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1319;26194947
196253071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1320;25926243
196353071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1321;25926210
196953071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1322;25843198
198253071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1323;25916255
198853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1324;25877948
203353071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1325;25724316
203753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1326;25787343
203853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1327;25999573
205353071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1328;26094851
205553071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1329;25865046
205953071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1330;25957604
206053071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1331;25810941
206753071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1332;26179426
207853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1333;25766975
250853071020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1334;25831165
186553081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1335;25979187
186653081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1336;25750672
186753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1337;25738111
186853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1338;25748274
186953081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1339;25729196
187053081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1340;25901733
187153081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1341;25958247
187253081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1342;25850089
187453081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1343;26034609
187753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1344;25884927
187853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1345;26003455
188153081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1346;25752084
188353081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1347;26119676
188453081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1348;25780309
188553081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1349;25985857
188653081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1350;26065351
188753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1351;26029286
188853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1352;25882754
188953081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1353;25912538
189053081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1354;25962712
189153081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1355;25862157
189353081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1356;26061868
189653081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1357;25726477
189753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1358;25815345
189853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1359;25884848
190253081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1360;26041600
190953081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1361;25767906
191053081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1362;26103632
191253081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1363;26192126
192853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1364;25779404
194853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1365;26194947
196253081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1366;25926243
196353081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1367;25926210
196953081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1368;25843198
198253081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1369;25916255
198853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1370;25877948
203353081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1371;25724316
203753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1372;25787343
203853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1373;25999573
205353081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1374;26094851
205553081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1375;25865046
205953081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1376;25957604
206053081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1377;25810941
206753081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1378;26179426
207853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1379;25766975
250853081020;;;;;;;;;;;;;;;;;;;;;;;;;;20;1380;25831165
186553091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1381;25979187
186653091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1382;25750672
186753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1383;25738111
186853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1384;25748274
186953091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1385;25729196
187053091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1386;25901733
187153091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1387;25958247
187253091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1388;25850089
187453091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1389;26034609
187753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1390;25884927
187853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1391;26003455
188153091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1392;25752084
188353091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1393;26119676
188453091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1394;25780309
188553091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1395;25985857
188653091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1396;26065351
188753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1397;26029286
188853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1398;25882754
188953091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1399;25912538
189053091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1400;25962712
189153091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1401;25862157
189353091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1402;26061868
189653091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1403;25726477
189753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1404;25815345
189853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1405;25884848
190253091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1406;26041600
190953091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1407;25767906
191053091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1408;26103632
191253091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1409;26192126
192853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1410;25779404
194853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1411;26194947
196253091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1412;25926243
196353091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1413;25926210
196953091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1414;25843198
198253091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1415;25916255
198853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1416;25877948
203353091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1417;25724316
203753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1418;25787343
203853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1419;25999573
205353091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1420;26094851
205553091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1421;25865046
205953091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1422;25957604
206053091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1423;25810941
206753091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1424;26179426
207853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1425;25766975
250853091020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1426;25831165
186553101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1427;25979187
186653101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1428;25750672
186753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1429;25738111
186853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1430;25748274
186953101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1431;25729196
187053101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1432;25901733
187153101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1433;25958247
187253101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1434;25850089
187453101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1435;26034609
187753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1436;25884927
187853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1437;26003455
188153101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1438;25752084
188353101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1439;26119676
188453101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1440;25780309
188553101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1441;25985857
188653101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1442;26065351
188753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1443;26029286
188853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1444;25882754
188953101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1445;25912538
189053101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1446;25962712
189153101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1447;25862157
189353101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1448;26061868
189653101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1449;25726477
189753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1450;25815345
189853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1451;25884848
190253101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1452;26041600
190953101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1453;25767906
191053101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1454;26103632
191253101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1455;26192126
192853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1456;25779404
194853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1457;26194947
196253101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1458;25926243
196353101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1459;25926210
196953101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1460;25843198
198253101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1461;25916255
198853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1462;25877948
203353101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1463;25724316
203753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1464;25787343
203853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1465;25999573
205353101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1466;26094851
205553101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1467;25865046
205953101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1468;25957604
206053101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1469;25810941
206753101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1470;26179426
207853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1471;25766975
250853101020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1472;25831165
186553111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1473;25979187
186653111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1474;25750672
186753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1475;25738111
186853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1476;25748274
186953111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1477;25729196
187053111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1478;25901733
187153111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1479;25958247
187253111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1480;25850089
187453111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1481;26034609
187753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1482;25884927
187853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1483;26003455
188153111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1484;25752084
188353111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1485;26119676
188453111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1486;25780309
188553111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1487;25985857
188653111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1488;26065351
188753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1489;26029286
188853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1490;25882754
188953111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1491;25912538
189053111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1492;25962712
189153111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1493;25862157
189353111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1494;26061868
189653111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1495;25726477
189753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1496;25815345
189853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1497;25884848
190253111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1498;26041600
190953111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1499;25767906
191053111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1500;26103632
191253111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1501;26192126
192853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1502;25779404
194853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1503;26194947
196253111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1504;25926243
196353111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1505;25926210
196953111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1506;25843198
198253111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1507;25916255
198853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1508;25877948
203353111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1509;25724316
203753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1510;25787343
203853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1511;25999573
205353111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1512;26094851
205553111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1513;25865046
205953111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1514;25957604
206053111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1515;25810941
206753111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1516;26179426
207853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1517;25766975
250853111020;;;;;;;;;;;;;;;;;;;;;;;;;;10;1518;25831165
186557421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1519;25979187
186657421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1520;25750672
186757421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1521;25738111
186857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1522;25748274
186957421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1523;25729196
187057421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1524;25901733
187157421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1525;25958247
187257421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1526;25850089
187457421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1527;26034609
187757421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1528;25884927
187857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1529;26003455
188157421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1530;25752084
188357421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1531;26119676
188457421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1532;25780309
188557421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1533;25985857
188657421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1534;26065351
188757421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1535;26029286
188857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1536;25882754
188957421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1537;25912538
189057421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1538;25962712
189157421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1539;25862157
189357421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1540;26061868
189657421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1541;25726477
189757421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1542;25815345
189857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1543;25884848
190257421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1544;26041600
190957421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1545;25767906
191057421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1546;26103632
191257421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1547;26192126
192857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1548;25779404
194857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1549;26194947
196257421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1550;25926243
196357421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1551;25926210
196957421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1552;25843198
198257421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1553;25916255
198857421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1554;25877948
203357421020;;;;;;;;;;;;;;;;;;;;;;;;;;15;1555;25724316
