AttendanceTermIndicator;BeginDate;claseRecuperadaId;fileScanBase64;Code;DaysInSession;Designator;EndDate;numeroREX;fechaREX;FirstInstructionDate;InstructionalMinutes;LastInstructionDate;MarkingTermIndicator;OrganizationCalendarId;RecordEndDateTime;RecordStartDateTime;RefSessionTypeId;SchedulingTermIndicator;Description;MinutesPerDay;OrganizationCalendarSessionId;SessionEndTime;SessionStartTime
1;2024-03-13;;;33481;;;2024-03-13;;;;;;;10033481;;;7;;clase fecha: 2024-03-13;;571;;
1;2024-03-12;;;33482;;;2024-03-12;;;;;;;10033482;;;7;;clase fecha: 2024-03-12;;572;;
1;2024-03-12;;;33483;;;2024-03-12;;;;;;;10033483;;;7;;clase fecha: 2024-03-12;;573;;
1;2024-03-15;;;33484;;;2024-03-15;;;;;;;10033484;;;7;;clase fecha: 2024-03-15;;574;;
1;2024-03-12;;;33485;;;2024-03-12;;;;;;;10033485;;;7;;clase fecha: 2024-03-12;;575;;
1;2024-03-15;;;33486;;;2024-03-15;;;;;;;10033486;;;7;;clase fecha: 2024-03-15;;576;;
1;2024-03-15;;;33487;;;2024-03-15;;;;;;;10033487;;;7;;clase fecha: 2024-03-15;;577;;
1;2024-03-11;;;33488;;;2024-03-11;;;;;;;10033488;;;7;;clase fecha: 2024-03-11;;578;;
1;2024-03-11;;;33489;;;2024-03-11;;;;;;;10033489;;;7;;clase fecha: 2024-03-11;;579;;
1;2024-03-11;;;33490;;;2024-03-11;;;;;;;10033490;;;7;;clase fecha: 2024-03-11;;580;;
1;2024-03-15;;;33491;;;2024-03-15;;;;;;;10033491;;;7;;clase fecha: 2024-03-15;;581;;
1;2024-03-15;;;33492;;;2024-03-15;;;;;;;10033492;;;7;;clase fecha: 2024-03-15;;582;;
1;2024-03-08;;;33493;;;2024-03-08;;;;;;;10033493;;;7;;clase fecha: 2024-03-08;;583;;
1;2024-03-07;;;33494;;;2024-03-07;;;;;;;10033494;;;7;;clase fecha: 2024-03-07;;584;;
1;2024-03-06;;;33495;;;2024-03-06;;;;;;;10033495;;;7;;clase fecha: 2024-03-06;;585;;
1;2024-03-05;;;33496;;;2024-03-05;;;2024-03-05;;;;10033496;;;7;;clase fecha: 2024-03-05;;586;;
1;2024-03-15;;;33497;;;2024-03-15;;;;;;;10033497;;;7;;clase fecha: 2024-03-15;;587;;
1;2024-03-15;;;33498;;;2024-03-15;;;;;;;10033498;;;7;;clase fecha: 2024-03-15;;588;;
1;2024-03-15;;;33499;;;2024-03-15;;;;;;;10033499;;;7;;clase fecha: 2024-03-15;;589;;
1;2024-03-15;;;33500;;;2024-03-15;;;;;;;10033500;;;7;;clase fecha: 2024-03-15;;590;;
1;2024-03-15;;;33501;;;2024-03-15;;;;;;;10033501;;;7;;clase fecha: 2024-03-15;;591;;
1;2024-03-15;;;33502;;;2024-03-15;;;;;;;10033502;;;7;;clase fecha: 2024-03-15;;592;;
1;2024-03-15;;;33503;;;2024-03-15;;;;;;;10033503;;;7;;clase fecha: 2024-03-15;;593;;
1;2024-03-14;;;33504;;;2024-03-14;;;;;;;10033504;;;7;;clase fecha: 2024-03-14;;594;;
1;2024-03-14;;;33505;;;2024-03-14;;;;;;;10033505;;;7;;clase fecha: 2024-03-14;;595;;
1;2024-03-14;;;33506;;;2024-03-14;;;;;;;10033506;;;7;;clase fecha: 2024-03-14;;596;;
1;2024-03-15;;;33507;;;2024-03-15;;;;;;;10033507;;;7;;clase fecha: 2024-03-15;;597;;
1;2024-03-15;;;33508;;;2024-03-15;;;;;;;10033508;;;7;;clase fecha: 2024-03-15;;598;;
1;2024-03-06;;;33509;;;2024-03-06;;;;;;;10033509;;;7;;clase fecha: 2024-03-06;;599;;
1;2024-03-06;;;33510;;;2024-03-06;;;;;;;10033510;;;7;;clase fecha: 2024-03-06;;600;;
1;2024-03-05;;;33511;;;2024-03-05;;;2024-03-05;;;;10033511;;;7;;clase fecha: 2024-03-05;;601;;
1;2024-03-05;;;33512;;;2024-03-05;;;2024-03-05;;;;10033512;;;7;;clase fecha: 2024-03-05;;602;;
1;2024-03-06;;;33513;;;2024-03-06;;;;;;;10033513;;;7;;clase fecha: 2024-03-06;;603;;
1;2024-03-06;;;33514;;;2024-03-06;;;;;;;10033514;;;7;;clase fecha: 2024-03-06;;604;;
1;2024-03-06;;;33515;;;2024-03-06;;;;;;;10033515;;;7;;clase fecha: 2024-03-06;;605;;
1;2024-03-06;;;33516;;;2024-03-06;;;;;;;10033516;;;7;;clase fecha: 2024-03-06;;606;;
1;2024-03-06;;;33517;;;2024-03-06;;;;;;;10033517;;;7;;clase fecha: 2024-03-06;;607;;
1;2024-03-05;;;33518;;;2024-03-05;;;2024-03-05;;;;10033518;;;7;;clase fecha: 2024-03-05;;608;;
1;2024-03-05;;;33519;;;2024-03-05;;;2024-03-05;;;;10033519;;;7;;clase fecha: 2024-03-05;;609;;
1;2024-03-05;;;33520;;;2024-03-05;;;2024-03-05;;;;10033520;;;7;;clase fecha: 2024-03-05;;610;;
1;2024-03-05;;;33521;;;2024-03-05;;;2024-03-05;;;;10033521;;;7;;clase fecha: 2024-03-05;;611;;
1;2024-03-05;;;33522;;;2024-03-05;;;2024-03-05;;;;10033522;;;7;;clase fecha: 2024-03-05;;612;;
1;2024-03-15;;;33523;;;2024-03-15;;;;;;;10033523;;;7;;clase fecha: 2024-03-15;;613;;
1;2024-03-15;;;33524;;;2024-03-15;;;;;;;10033524;;;7;;clase fecha: 2024-03-15;;614;;
1;2024-03-15;;;33525;;;2024-03-15;;;;;;;10033525;;;7;;clase fecha: 2024-03-15;;615;;
1;2024-03-15;;;33526;;;2024-03-15;;;;;;;10033526;;;7;;clase fecha: 2024-03-15;;616;;
1;2024-03-15;;;33527;;;2024-03-15;;;;;;;10033527;;;7;;clase fecha: 2024-03-15;;617;;
1;2024-03-15;;;33528;;;2024-03-15;;;;;;;10033528;;;7;;clase fecha: 2024-03-15;;618;;
1;2024-03-15;;;33529;;;2024-03-15;;;;;;;10033529;;;7;;clase fecha: 2024-03-15;;619;;
1;2024-03-15;;;33530;;;2024-03-15;;;;;;;10033530;;;7;;clase fecha: 2024-03-15;;620;;
1;2024-03-15;;;33531;;;2024-03-15;;;;;;;10033531;;;7;;clase fecha: 2024-03-15;;621;;
1;2024-03-15;;;33532;;;2024-03-15;;;;;;;10033532;;;7;;clase fecha: 2024-03-15;;622;;
1;2024-03-15;;;33533;;;2024-03-15;;;;;;;10033533;;;7;;clase fecha: 2024-03-15;;623;;
1;2024-03-15;;;33534;;;2024-03-15;;;;;;;10033534;;;7;;clase fecha: 2024-03-15;;624;;
1;2024-03-15;;;33535;;;2024-03-15;;;;;;;10033535;;;7;;clase fecha: 2024-03-15;;625;;
1;2024-03-15;;;33536;;;2024-03-15;;;;;;;10033536;;;7;;clase fecha: 2024-03-15;;626;;
1;2024-03-15;;;33537;;;2024-03-15;;;;;;;10033537;;;7;;clase fecha: 2024-03-15;;627;;
1;2024-03-15;;;33538;;;2024-03-15;;;;;;;10033538;;;7;;clase fecha: 2024-03-15;;628;;
1;2024-03-15;;;33539;;;2024-03-15;;;;;;;10033539;;;7;;clase fecha: 2024-03-15;;629;;
1;2024-03-15;;;33540;;;2024-03-15;;;;;;;10033540;;;7;;clase fecha: 2024-03-15;;630;;
1;2024-03-15;;;33541;;;2024-03-15;;;;;;;10033541;;;7;;clase fecha: 2024-03-15;;631;;
1;2024-03-15;;;33542;;;2024-03-15;;;;;;;10033542;;;7;;clase fecha: 2024-03-15;;632;;
1;2024-03-15;;;33543;;;2024-03-15;;;;;;;10033543;;;7;;clase fecha: 2024-03-15;;633;;
1;2024-03-15;;;33544;;;2024-03-15;;;;;;;10033544;;;7;;clase fecha: 2024-03-15;;634;;
1;2024-03-15;;;33545;;;2024-03-15;;;;;;;10033545;;;7;;clase fecha: 2024-03-15;;635;;
1;2024-03-15;;;33546;;;2024-03-15;;;;;;;10033546;;;7;;clase fecha: 2024-03-15;;636;;
1;2024-03-15;;;33547;;;2024-03-15;;;;;;;10033547;;;7;;clase fecha: 2024-03-15;;637;;
1;2024-03-15;;;33548;;;2024-03-15;;;;;;;10033548;;;7;;clase fecha: 2024-03-15;;638;;
1;2024-03-15;;;33549;;;2024-03-15;;;;;;;10033549;;;7;;clase fecha: 2024-03-15;;639;;
1;2024-03-15;;;33550;;;2024-03-15;;;;;;;10033550;;;7;;clase fecha: 2024-03-15;;640;;
1;2024-03-15;;;33551;;;2024-03-15;;;;;;;10033551;;;7;;clase fecha: 2024-03-15;;641;;
1;2024-03-15;;;33552;;;2024-03-15;;;;;;;10033552;;;7;;clase fecha: 2024-03-15;;642;;
1;2024-03-15;;;33553;;;2024-03-15;;;;;;;10033553;;;7;;clase fecha: 2024-03-15;;643;;
1;2024-03-15;;;33554;;;2024-03-15;;;;;;;10033554;;;7;;clase fecha: 2024-03-15;;644;;
1;2024-03-18;;;33555;;;2024-03-18;;;;;;;10033555;;;7;;clase fecha: 2024-03-18;;645;;
1;2024-03-18;;;33556;;;2024-03-18;;;;;;;10033556;;;7;;clase fecha: 2024-03-18;;646;;
1;2024-03-18;;;33557;;;2024-03-18;;;;;;;10033557;;;7;;clase fecha: 2024-03-18;;647;;
1;2024-03-18;;;33558;;;2024-03-18;;;;;;;10033558;;;7;;clase fecha: 2024-03-18;;648;;
1;2024-03-18;;;33559;;;2024-03-18;;;;;;;10033559;;;7;;clase fecha: 2024-03-18;;649;;
1;2024-03-18;;;33560;;;2024-03-18;;;;;;;10033560;;;7;;clase fecha: 2024-03-18;;650;;
1;2024-03-18;;;33561;;;2024-03-18;;;;;;;10033561;;;7;;clase fecha: 2024-03-18;;651;;
1;2024-03-18;;;33562;;;2024-03-18;;;;;;;10033562;;;7;;clase fecha: 2024-03-18;;652;;
1;2024-03-14;;;33563;;;2024-03-14;;;;;;;10033563;;;7;;clase fecha: 2024-03-14;;653;;
1;2024-03-18;;;33564;;;2024-03-18;;;;;;;10033564;;;7;;clase fecha: 2024-03-18;;654;;
1;2024-03-18;;;33565;;;2024-03-18;;;;;;;10033565;;;7;;clase fecha: 2024-03-18;;655;;
1;2024-03-13;;;33566;;;2024-03-13;;;;;;;10033566;;;7;;clase fecha: 2024-03-13;;656;;
1;2024-03-18;;;33567;;;2024-03-18;;;;;;;10033567;;;7;;clase fecha: 2024-03-18;;657;;
1;2024-03-18;;;33568;;;2024-03-18;;;;;;;10033568;;;7;;clase fecha: 2024-03-18;;658;;
1;2024-03-18;;;33569;;;2024-03-18;;;;;;;10033569;;;7;;clase fecha: 2024-03-18;;659;;
1;2024-03-18;;;33570;;;2024-03-18;;;;;;;10033570;;;7;;clase fecha: 2024-03-18;;660;;
1;2024-03-18;;;33571;;;2024-03-18;;;;;;;10033571;;;7;;clase fecha: 2024-03-18;;661;;
1;2024-03-18;;;33572;;;2024-03-18;;;;;;;10033572;;;7;;clase fecha: 2024-03-18;;662;;
1;2024-03-18;;;33573;;;2024-03-18;;;;;;;10033573;;;7;;clase fecha: 2024-03-18;;663;;
1;2024-03-18;;;33574;;;2024-03-18;;;;;;;10033574;;;7;;clase fecha: 2024-03-18;;664;;
1;2024-03-18;;;33575;;;2024-03-18;;;;;;;10033575;;;7;;clase fecha: 2024-03-18;;665;;
1;2024-03-18;;;33576;;;2024-03-18;;;;;;;10033576;;;7;;clase fecha: 2024-03-18;;666;;
1;2024-03-18;;;33577;;;2024-03-18;;;;;;;10033577;;;7;;clase fecha: 2024-03-18;;667;;
1;2024-03-18;;;33578;;;2024-03-18;;;;;;;10033578;;;7;;clase fecha: 2024-03-18;;668;;
1;2024-03-18;;;33579;;;2024-03-18;;;;;;;10033579;;;7;;clase fecha: 2024-03-18;;669;;
1;2024-03-18;;;33580;;;2024-03-18;;;;;;;10033580;;;7;;clase fecha: 2024-03-18;;670;;
1;2024-03-18;;;33581;;;2024-03-18;;;;;;;10033581;;;7;;clase fecha: 2024-03-18;;671;;
1;2024-03-18;;;33582;;;2024-03-18;;;;;;;10033582;;;7;;clase fecha: 2024-03-18;;672;;
1;2024-03-18;;;33583;;;2024-03-18;;;;;;;10033583;;;7;;clase fecha: 2024-03-18;;673;;
1;2024-03-18;;;33584;;;2024-03-18;;;;;;;10033584;;;7;;clase fecha: 2024-03-18;;674;;
1;2024-03-18;;;33585;;;2024-03-18;;;;;;;10033585;;;7;;clase fecha: 2024-03-18;;675;;
1;2024-03-18;;;33586;;;2024-03-18;;;;;;;10033586;;;7;;clase fecha: 2024-03-18;;676;;
1;2024-03-18;;;33587;;;2024-03-18;;;;;;;10033587;;;7;;clase fecha: 2024-03-18;;677;;
1;2024-03-18;;;33588;;;2024-03-18;;;;;;;10033588;;;7;;clase fecha: 2024-03-18;;678;;
1;2024-03-18;;;33589;;;2024-03-18;;;;;;;10033589;;;7;;clase fecha: 2024-03-18;;679;;
1;2024-03-18;;;33590;;;2024-03-18;;;;;;;10033590;;;7;;clase fecha: 2024-03-18;;680;;
1;2024-03-18;;;33591;;;2024-03-18;;;;;;;10033591;;;7;;clase fecha: 2024-03-18;;681;;
1;2024-03-18;;;33592;;;2024-03-18;;;;;;;10033592;;;7;;clase fecha: 2024-03-18;;682;;
1;2024-03-18;;;33593;;;2024-03-18;;;;;;;10033593;;;7;;clase fecha: 2024-03-18;;683;;
1;2024-03-18;;;33594;;;2024-03-18;;;;;;;10033594;;;7;;clase fecha: 2024-03-18;;684;;
1;2024-03-18;;;33595;;;2024-03-18;;;;;;;10033595;;;7;;clase fecha: 2024-03-18;;685;;
1;2024-03-18;;;33596;;;2024-03-18;;;;;;;10033596;;;7;;clase fecha: 2024-03-18;;686;;
1;2024-03-18;;;33597;;;2024-03-18;;;;;;;10033597;;;7;;clase fecha: 2024-03-18;;687;;
1;2024-03-18;;;33598;;;2024-03-18;;;;;;;10033598;;;7;;clase fecha: 2024-03-18;;688;;
1;2024-03-18;;;33599;;;2024-03-18;;;;;;;10033599;;;7;;clase fecha: 2024-03-18;;689;;
1;2024-03-18;;;33600;;;2024-03-18;;;;;;;10033600;;;7;;clase fecha: 2024-03-18;;690;;
1;2024-03-18;;;33601;;;2024-03-18;;;;;;;10033601;;;7;;clase fecha: 2024-03-18;;691;;
1;2024-03-18;;;33602;;;2024-03-18;;;;;;;10033602;;;7;;clase fecha: 2024-03-18;;692;;
1;2024-03-18;;;33603;;;2024-03-18;;;;;;;10033603;;;7;;clase fecha: 2024-03-18;;693;;
1;2024-03-18;;;33604;;;2024-03-18;;;;;;;10033604;;;7;;clase fecha: 2024-03-18;;694;;
1;2024-03-18;;;33605;;;2024-03-18;;;;;;;10033605;;;7;;clase fecha: 2024-03-18;;695;;
1;2024-03-18;;;33606;;;2024-03-18;;;;;;;10033606;;;7;;clase fecha: 2024-03-18;;696;;
1;2024-03-18;;;33607;;;2024-03-18;;;;;;;10033607;;;7;;clase fecha: 2024-03-18;;697;;
1;2024-03-18;;;33608;;;2024-03-18;;;;;;;10033608;;;7;;clase fecha: 2024-03-18;;698;;
1;2024-03-18;;;33609;;;2024-03-18;;;;;;;10033609;;;7;;clase fecha: 2024-03-18;;699;;
1;2024-03-18;;;33610;;;2024-03-18;;;;;;;10033610;;;7;;clase fecha: 2024-03-18;;700;;
1;2024-03-18;;;33611;;;2024-03-18;;;;;;;10033611;;;7;;clase fecha: 2024-03-18;;701;;
1;2024-03-18;;;33612;;;2024-03-18;;;;;;;10033612;;;7;;clase fecha: 2024-03-18;;702;;
1;2024-03-18;;;33613;;;2024-03-18;;;;;;;10033613;;;7;;clase fecha: 2024-03-18;;703;;
1;2024-03-18;;;33614;;;2024-03-18;;;;;;;10033614;;;7;;clase fecha: 2024-03-18;;704;;
1;2024-03-18;;;33615;;;2024-03-18;;;;;;;10033615;;;7;;clase fecha: 2024-03-18;;705;;
1;2024-03-18;;;33616;;;2024-03-18;;;;;;;10033616;;;7;;clase fecha: 2024-03-18;;706;;
1;2024-03-18;;;33617;;;2024-03-18;;;;;;;10033617;;;7;;clase fecha: 2024-03-18;;707;;
1;2024-03-18;;;33618;;;2024-03-18;;;;;;;10033618;;;7;;clase fecha: 2024-03-18;;708;;
1;2024-03-18;;;33619;;;2024-03-18;;;;;;;10033619;;;7;;clase fecha: 2024-03-18;;709;;
1;2024-03-18;;;33620;;;2024-03-18;;;;;;;10033620;;;7;;clase fecha: 2024-03-18;;710;;
1;2024-03-19;;;33621;;;2024-03-19;;;;;;;10033621;;;7;;clase fecha: 2024-03-19;;711;;
1;2024-03-19;;;33622;;;2024-03-19;;;;;;;10033622;;;7;;clase fecha: 2024-03-19;;712;;
1;2024-03-19;;;33623;;;2024-03-19;;;;;;;10033623;;;7;;clase fecha: 2024-03-19;;713;;
1;2024-03-19;;;33624;;;2024-03-19;;;;;;;10033624;;;7;;clase fecha: 2024-03-19;;714;;
1;2024-03-19;;;33625;;;2024-03-19;;;;;2024-03-19;;10033625;;;7;;clase fecha: 2024-03-19;;715;;
1;2024-03-19;;;33626;;;2024-03-19;;;;;;;10033626;;;7;;clase fecha: 2024-03-19;;716;;
1;2024-03-19;;;33627;;;2024-03-19;;;;;;;10033627;;;7;;clase fecha: 2024-03-19;;717;;
1;2024-03-19;;;33628;;;2024-03-19;;;;;;;10033628;;;7;;clase fecha: 2024-03-19;;718;;
1;2024-03-19;;;33629;;;2024-03-19;;;;;;;10033629;;;7;;clase fecha: 2024-03-19;;719;;
1;2024-03-19;;;33630;;;2024-03-19;;;;;;;10033630;;;7;;clase fecha: 2024-03-19;;720;;
1;2024-03-15;;;33631;;;2024-03-15;;;;;;;10033631;;;7;;clase fecha: 2024-03-15;;721;;
1;2024-03-15;;;33632;;;2024-03-15;;;;;;;10033632;;;7;;clase fecha: 2024-03-15;;722;;
1;2024-03-19;;;33633;;;2024-03-19;;;;;;;10033633;;;7;;clase fecha: 2024-03-19;;723;;
1;2024-03-19;;;33634;;;2024-03-19;;;;;;;10033634;;;7;;clase fecha: 2024-03-19;;724;;
1;2024-03-19;;;33635;;;2024-03-19;;;;;;;10033635;;;7;;clase fecha: 2024-03-19;;725;;
1;2024-03-19;;;33636;;;2024-03-19;;;;;;;10033636;;;7;;clase fecha: 2024-03-19;;726;;
1;2024-03-19;;;33637;;;2024-03-19;;;;;;;10033637;;;7;;clase fecha: 2024-03-19;;727;;
1;2024-03-19;;;33638;;;2024-03-19;;;;;;;10033638;;;7;;clase fecha: 2024-03-19;;728;;
1;2024-03-19;;;33639;;;2024-03-19;;;;;;;10033639;;;7;;clase fecha: 2024-03-19;;729;;
1;2024-03-19;;;33640;;;2024-03-19;;;;;;;10033640;;;7;;clase fecha: 2024-03-19;;730;;
1;2024-03-19;;;33641;;;2024-03-19;;;;;;;10033641;;;7;;clase fecha: 2024-03-19;;731;;
1;2024-03-19;;;33642;;;2024-03-19;;;;;;;10033642;;;7;;clase fecha: 2024-03-19;;732;;
1;2024-03-19;;;33643;;;2024-03-19;;;;;;;10033643;;;7;;clase fecha: 2024-03-19;;733;;
1;2024-03-19;;;33644;;;2024-03-19;;;;;;;10033644;;;7;;clase fecha: 2024-03-19;;734;;
1;2024-03-19;;;33645;;;2024-03-19;;;;;;;10033645;;;7;;clase fecha: 2024-03-19;;735;;
1;2024-03-19;;;33646;;;2024-03-19;;;;;;;10033646;;;7;;clase fecha: 2024-03-19;;736;;
1;2024-03-19;;;33647;;;2024-03-19;;;;;;;10033647;;;7;;clase fecha: 2024-03-19;;737;;
1;2024-03-19;;;33648;;;2024-03-19;;;2024-03-19;;;;10033648;;;7;;clase fecha: 2024-03-19;;738;;
1;2024-03-19;;;33649;;;2024-03-19;;;;;;;10033649;;;7;;clase fecha: 2024-03-19;;739;;
1;2024-03-19;;;33650;;;2024-03-19;;;;;;;10033650;;;7;;clase fecha: 2024-03-19;;740;;
1;2024-03-19;;;33651;;;2024-03-19;;;;;;;10033651;;;7;;clase fecha: 2024-03-19;;741;;
1;2024-03-19;;;33652;;;2024-03-19;;;;;;;10033652;;;7;;clase fecha: 2024-03-19;;742;;
1;2024-03-19;;;33653;;;2024-03-19;;;;;;;10033653;;;7;;clase fecha: 2024-03-19;;743;;
1;2024-03-19;;;33654;;;2024-03-19;;;;;;;10033654;;;7;;clase fecha: 2024-03-19;;744;;
1;2024-03-19;;;33655;;;2024-03-19;;;;;;;10033655;;;7;;clase fecha: 2024-03-19;;745;;
1;2024-03-19;;;33656;;;2024-03-19;;;;;;;10033656;;;7;;clase fecha: 2024-03-19;;746;;
1;2024-03-19;;;33657;;;2024-03-19;;;;;;;10033657;;;7;;clase fecha: 2024-03-19;;747;;
1;2024-03-19;;;33658;;;2024-03-19;;;;;;;10033658;;;7;;clase fecha: 2024-03-19;;748;;
1;2024-03-14;;;33659;;;2024-03-14;;;;;;;10033659;;;7;;clase fecha: 2024-03-14;;749;;
1;2024-03-14;;;33660;;;2024-03-14;;;;;;;10033660;;;7;;clase fecha: 2024-03-14;;750;;
1;2024-03-19;;;33661;;;2024-03-19;;;;;;;10033661;;;7;;clase fecha: 2024-03-19;;751;;
1;2024-03-19;;;33662;;;2024-03-19;;;;;;;10033662;;;7;;clase fecha: 2024-03-19;;752;;
1;2024-03-15;;;33663;;;2024-03-15;;;;;;;10033663;;;7;;clase fecha: 2024-03-15;;753;;
1;2024-03-15;;;33664;;;2024-03-15;;;;;;;10033664;;;7;;clase fecha: 2024-03-15;;754;;
1;2024-03-18;;;33665;;;2024-03-18;;;;;;;10033665;;;7;;clase fecha: 2024-03-18;;755;;
1;2024-03-19;;;33666;;;2024-03-19;;;;;;;10033666;;;7;;clase fecha: 2024-03-19;;756;;
1;2024-03-19;;;33667;;;2024-03-19;;;;;;;10033667;;;7;;clase fecha: 2024-03-19;;757;;
1;2024-03-18;;;33668;;;2024-03-18;;;;;;;10033668;;;7;;clase fecha: 2024-03-18;;758;;
1;2024-03-18;;;33669;;;2024-03-18;;;;;;;10033669;;;7;;clase fecha: 2024-03-18;;759;;
1;2024-03-19;;;33670;;;2024-03-19;;;;;;;10033670;;;7;;clase fecha: 2024-03-19;;760;;
1;2024-03-19;;;33671;;;2024-03-19;;;;;;;10033671;;;7;;clase fecha: 2024-03-19;;761;;
1;2024-03-19;;;33672;;;2024-03-19;;;;;;;10033672;;;7;;clase fecha: 2024-03-19;;762;;
1;2024-03-19;;;33673;;;2024-03-19;;;;;;;10033673;;;7;;clase fecha: 2024-03-19;;763;;
1;2024-03-19;;;33674;;;2024-03-19;;;;;;;10033674;;;7;;clase fecha: 2024-03-19;;764;;
1;2024-03-19;;;33675;;;2024-03-19;;;;;;;10033675;;;7;;clase fecha: 2024-03-19;;765;;
1;2024-03-18;;;33676;;;2024-03-18;;;;;;;10033676;;;7;;clase fecha: 2024-03-18;;766;;
1;2024-03-18;;;33677;;;2024-03-18;;;;;;;10033677;;;7;;clase fecha: 2024-03-18;;767;;
1;2024-03-18;;;33678;;;2024-03-18;;;;;;;10033678;;;7;;clase fecha: 2024-03-18;;768;;
1;2024-03-18;;;33679;;;2024-03-18;;;;;;;10033679;;;7;;clase fecha: 2024-03-18;;769;;
1;2024-03-19;;;33680;;;2024-03-19;;;;;;;10033680;;;7;;clase fecha: 2024-03-19;;770;;
1;2024-03-19;;;33681;;;2024-03-19;;;;;;;10033681;;;7;;clase fecha: 2024-03-19;;771;;
1;2024-03-19;;;33682;;;2024-03-19;;;;;;;10033682;;;7;;clase fecha: 2024-03-19;;772;;
1;2024-03-19;;;33683;;;2024-03-19;;;;;;;10033683;;;7;;clase fecha: 2024-03-19;;773;;
1;2024-03-19;;;33684;;;2024-03-19;;;;;;;10033684;;;7;;clase fecha: 2024-03-19;;774;;
1;2024-03-19;;;33685;;;2024-03-19;;;;;;;10033685;;;7;;clase fecha: 2024-03-19;;775;;
1;2024-03-19;;;33686;;;2024-03-19;;;;;;;10033686;;;7;;clase fecha: 2024-03-19;;776;;
1;2024-03-19;;;33687;;;2024-03-19;;;;;;;10033687;;;7;;clase fecha: 2024-03-19;;777;;
1;2024-03-19;;;33688;;;2024-03-19;;;;;;;10033688;;;7;;clase fecha: 2024-03-19;;778;;
1;2024-03-19;;;33689;;;2024-03-19;;;;;;;10033689;;;7;;clase fecha: 2024-03-19;;779;;
1;2024-03-19;;;33690;;;2024-03-19;;;;;;;10033690;;;7;;clase fecha: 2024-03-19;;780;;
1;2024-03-19;;;33691;;;2024-03-19;;;;;;;10033691;;;7;;clase fecha: 2024-03-19;;781;;
1;2024-03-19;;;33692;;;2024-03-19;;;;;;;10033692;;;7;;clase fecha: 2024-03-19;;782;;
1;2024-03-19;;;33693;;;2024-03-19;;;;;;;10033693;;;7;;clase fecha: 2024-03-19;;783;;
1;2024-03-19;;;33694;;;2024-03-19;;;;;;;10033694;;;7;;clase fecha: 2024-03-19;;784;;
1;2024-03-19;;;33695;;;2024-03-19;;;;;;;10033695;;;7;;clase fecha: 2024-03-19;;785;;
1;2024-03-19;;;33696;;;2024-03-19;;;;;;;10033696;;;7;;clase fecha: 2024-03-19;;786;;
1;2024-03-19;;;33697;;;2024-03-19;;;;;;;10033697;;;7;;clase fecha: 2024-03-19;;787;;
1;2024-03-19;;;33698;;;2024-03-19;;;;;;;10033698;;;7;;clase fecha: 2024-03-19;;788;;
1;2024-03-19;;;33699;;;2024-03-19;;;;;;;10033699;;;7;;clase fecha: 2024-03-19;;789;;
1;2024-03-19;;;33700;;;2024-03-19;;;;;;;10033700;;;7;;clase fecha: 2024-03-19;;790;;
1;2024-03-19;;;33701;;;2024-03-19;;;;;;;10033701;;;7;;clase fecha: 2024-03-19;;791;;
1;2024-03-19;;;33702;;;2024-03-19;;;;;;;10033702;;;7;;clase fecha: 2024-03-19;;792;;
1;2024-03-20;;;33703;;;2024-03-20;;;;;;;10033703;;;7;;clase fecha: 2024-03-20;;793;;
1;2024-03-20;;;33704;;;2024-03-20;;;;;;;10033704;;;7;;clase fecha: 2024-03-20;;794;;
1;2024-03-20;;;33705;;;2024-03-20;;;;;;;10033705;;;7;;clase fecha: 2024-03-20;;795;;
1;2024-03-20;;;33706;;;2024-03-20;;;;;;;10033706;;;7;;clase fecha: 2024-03-20;;796;;
1;2024-03-20;;;33707;;;2024-03-20;;;;;;;10033707;;;7;;clase fecha: 2024-03-20;;797;;
1;2024-03-20;;;33708;;;2024-03-20;;;;;;;10033708;;;7;;clase fecha: 2024-03-20;;798;;
1;2024-03-19;;;33709;;;2024-03-19;;;;;;;10033709;;;7;;clase fecha: 2024-03-19;;799;;
1;2024-03-20;;;33710;;;2024-03-20;;;;;;;10033710;;;7;;clase fecha: 2024-03-20;;800;;
1;2024-03-20;;;33711;;;2024-03-20;;;;;;;10033711;;;7;;clase fecha: 2024-03-20;;801;;
1;2024-03-20;;;33712;;;2024-03-20;;;;;;;10033712;;;7;;clase fecha: 2024-03-20;;802;;
1;2024-03-20;;;33713;;;2024-03-20;;;;;;;10033713;;;7;;clase fecha: 2024-03-20;;803;;
1;2024-03-20;;;33714;;;2024-03-20;;;;;;;10033714;;;7;;clase fecha: 2024-03-20;;804;;
1;2024-03-20;;;33715;;;2024-03-20;;;;;;;10033715;;;7;;clase fecha: 2024-03-20;;805;;
1;2024-03-20;;;33716;;;2024-03-20;;;;;;;10033716;;;7;;clase fecha: 2024-03-20;;806;;
1;2024-03-20;;;33717;;;2024-03-20;;;;;;;10033717;;;7;;clase fecha: 2024-03-20;;807;;
1;2024-03-20;;;33718;;;2024-03-20;;;;;;;10033718;;;7;;clase fecha: 2024-03-20;;808;;
1;2024-03-20;;;33719;;;2024-03-20;;;;;;;10033719;;;7;;clase fecha: 2024-03-20;;809;;
1;2024-03-20;;;33720;;;2024-03-20;;;;;;;10033720;;;7;;clase fecha: 2024-03-20;;810;;
1;2024-03-20;;;33721;;;2024-03-20;;;;;;;10033721;;;7;;clase fecha: 2024-03-20;;811;;
