AssessmentResultDescriptiveFeedbackDateTime;AssessmentResultScoreStandardError;DateCreated;DateUpdated;DescriptiveFeedback;DescriptiveFeedbackSource;DiagnosticStatement;DiagnosticStatementSource;IncludedInAypCalculation;InstructionalRecommendation;NumberOfResponses;PreliminaryIndicator;RecordEndDateTime;RecordStartDateTime;RefAssessmentPretestOutcomeId;RefAssessmentResultDataTypeId;RefAssessmentResultScoreTypeId;RefELOutcomeMeasurementLevelId;RefOutcomeTimePointId;RefScoreMetricTypeId;ScoreValue;AssessmentRegistrationId;AssessmentResultId;AssessmentSubtestId
;;;;;;;;;;;;;;;;;;;1;7,0;206356861056;9667;35310705686
;;;;;;;;;;;;;;;;;;;1;7,0;206656861056;9668;35310705686
;;;;;;;;;;;;;;;;;;;1;7,0;209556861056;9669;35310705686
;;;;;;;;;;;;;;;;;;;1;7,0;210156861056;9670;35310705686
;;;;;;;;;;;;;;;;;;;1;7,0;210956861056;9671;35310705686
;;;;;;;;;;;;;;;;;;;1;7,0;212256861056;9672;35310705686
;;;;;;;;;;;;;;;;;;;1;6,6;162546641057;9673;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;162646641057;9674;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;162746641057;9675;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;162846641057;9676;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;162946641057;9677;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;163046641057;9678;35310704664
;;;;;;;;;;;;;;;;;;;1;6,3;163146641057;9679;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;163246641057;9680;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;163346641057;9681;35310704664
;;;;;;;;;;;;;;;;;;;1;4,4;163546641057;9682;35310704664
;;;;;;;;;;;;;;;;;;;1;5,2;163646641057;9683;35310704664
;;;;;;;;;;;;;;;;;;;1;6,6;163746641057;9684;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;163846641057;9685;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;163946641057;9686;35310704664
;;;;;;;;;;;;;;;;;;;1;6,3;164046641057;9687;35310704664
;;;;;;;;;;;;;;;;;;;1;6,6;164146641057;9688;35310704664
;;;;;;;;;;;;;;;;;;;1;6,6;164246641057;9689;35310704664
;;;;;;;;;;;;;;;;;;;1;6,5;164346641057;9690;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;164446641057;9691;35310704664
;;;;;;;;;;;;;;;;;;;1;6,3;164546641057;9692;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;164646641057;9693;35310704664
;;;;;;;;;;;;;;;;;;;1;4,1;164746641057;9694;35310704664
;;;;;;;;;;;;;;;;;;;1;6,1;164946641057;9695;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;165246641057;9696;35310704664
;;;;;;;;;;;;;;;;;;;1;4,6;185746641057;9697;35310704664
;;;;;;;;;;;;;;;;;;;1;5,7;185846641057;9698;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;186246641057;9699;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;187946641057;9700;35310704664
;;;;;;;;;;;;;;;;;;;1;6,8;188246641057;9701;35310704664
;;;;;;;;;;;;;;;;;;;1;4,8;191946641057;9702;35310704664
;;;;;;;;;;;;;;;;;;;1;5,2;192346641057;9703;35310704664
;;;;;;;;;;;;;;;;;;;1;6,1;194546641057;9704;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;195646641057;9705;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;196046641057;9706;35310704664
;;;;;;;;;;;;;;;;;;;1;5,2;197946641057;9707;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;199446641057;9708;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;202446641057;9709;35310704664
;;;;;;;;;;;;;;;;;;;1;7,0;206346641057;9710;35310704664
;;;;;;;;;;;;;;;;;;;1;5,2;206646641057;9711;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;209546641057;9712;35310704664
;;;;;;;;;;;;;;;;;;;1;5,9;210146641057;9713;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;210946641057;9714;35310704664
;;;;;;;;;;;;;;;;;;;1;4,0;211346641057;9715;35310704664
;;;;;;;;;;;;;;;;;;;1;5,4;162550291057;9716;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;162650291057;9717;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;162750291057;9718;35310705029
;;;;;;;;;;;;;;;;;;;1;5,9;162850291057;9719;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;162950291057;9720;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;163050291057;9721;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;163150291057;9722;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;163250291057;9723;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;163350291057;9724;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;163550291057;9725;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;163650291057;9726;35310705029
;;;;;;;;;;;;;;;;;;;1;6,0;163750291057;9727;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;163850291057;9728;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;163950291057;9729;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;164050291057;9730;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;164150291057;9731;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;164250291057;9732;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;164350291057;9733;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;164450291057;9734;35310705029
;;;;;;;;;;;;;;;;;;;1;4,9;164550291057;9735;35310705029
;;;;;;;;;;;;;;;;;;;1;5,0;164650291057;9736;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;164750291057;9737;35310705029
;;;;;;;;;;;;;;;;;;;1;4,9;164950291057;9738;35310705029
;;;;;;;;;;;;;;;;;;;1;5,3;165250291057;9739;35310705029
;;;;;;;;;;;;;;;;;;;1;4,3;185750291057;9740;35310705029
;;;;;;;;;;;;;;;;;;;1;6,0;185850291057;9741;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;186250291057;9742;35310705029
;;;;;;;;;;;;;;;;;;;1;4,9;187950291057;9743;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;188250291057;9744;35310705029
;;;;;;;;;;;;;;;;;;;1;4,5;191950291057;9745;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;192350291057;9746;35310705029
;;;;;;;;;;;;;;;;;;;1;4,3;194550291057;9747;35310705029
;;;;;;;;;;;;;;;;;;;1;4,4;195650291057;9748;35310705029
;;;;;;;;;;;;;;;;;;;1;4,9;196050291057;9749;35310705029
;;;;;;;;;;;;;;;;;;;1;5,5;197950291057;9750;35310705029
;;;;;;;;;;;;;;;;;;;1;7,0;199450291057;9751;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;202450291057;9752;35310705029
;;;;;;;;;;;;;;;;;;;1;6,5;206350291057;9753;35310705029
;;;;;;;;;;;;;;;;;;;1;4,4;206650291057;9754;35310705029
;;;;;;;;;;;;;;;;;;;1;4,0;209550291057;9755;35310705029
;;;;;;;;;;;;;;;;;;;1;5,4;210150291057;9756;35310705029
;;;;;;;;;;;;;;;;;;;1;4,3;210950291057;9757;35310705029
;;;;;;;;;;;;;;;;;;;1;6,6;162550301057;9758;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;162650301057;9759;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;162750301057;9760;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;162850301057;9761;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;162950301057;9762;35310705030
;;;;;;;;;;;;;;;;;;;1;5,0;163050301057;9763;35310705030
;;;;;;;;;;;;;;;;;;;1;6,3;163150301057;9764;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;163250301057;9765;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;163350301057;9766;35310705030
;;;;;;;;;;;;;;;;;;;1;4,4;163550301057;9767;35310705030
;;;;;;;;;;;;;;;;;;;1;5,2;163650301057;9768;35310705030
;;;;;;;;;;;;;;;;;;;1;6,6;163750301057;9769;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;163850301057;9770;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;163950301057;9771;35310705030
;;;;;;;;;;;;;;;;;;;1;6,3;164050301057;9772;35310705030
;;;;;;;;;;;;;;;;;;;1;6,6;164150301057;9773;35310705030
;;;;;;;;;;;;;;;;;;;1;6,6;164250301057;9774;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;164350301057;9775;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;164450301057;9776;35310705030
;;;;;;;;;;;;;;;;;;;1;6,3;164550301057;9777;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;164650301057;9778;35310705030
;;;;;;;;;;;;;;;;;;;1;4,1;164750301057;9779;35310705030
;;;;;;;;;;;;;;;;;;;1;6,1;164950301057;9780;35310705030
;;;;;;;;;;;;;;;;;;;1;3,7;165250301057;9781;35310705030
;;;;;;;;;;;;;;;;;;;1;4,6;185750301057;9782;35310705030
;;;;;;;;;;;;;;;;;;;1;5,7;185850301057;9783;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;186250301057;9784;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;187950301057;9785;35310705030
;;;;;;;;;;;;;;;;;;;1;6,8;188250301057;9786;35310705030
;;;;;;;;;;;;;;;;;;;1;4,8;191950301057;9787;35310705030
;;;;;;;;;;;;;;;;;;;1;5,2;192350301057;9788;35310705030
;;;;;;;;;;;;;;;;;;;1;6,1;194550301057;9789;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;195650301057;9790;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;196050301057;9791;35310705030
;;;;;;;;;;;;;;;;;;;1;5,5;197950301057;9792;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;199450301057;9793;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;202450301057;9794;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;206350301057;9795;35310705030
;;;;;;;;;;;;;;;;;;;1;5,2;206650301057;9796;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;209550301057;9797;35310705030
;;;;;;;;;;;;;;;;;;;1;5,5;210150301057;9798;35310705030
;;;;;;;;;;;;;;;;;;;1;4,0;210950301057;9799;35310705030
;;;;;;;;;;;;;;;;;;;1;7,0;162550311057;9800;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;162650311057;9801;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;162750311057;9802;35310705031
;;;;;;;;;;;;;;;;;;;1;6,5;162850311057;9803;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;162950311057;9804;35310705031
;;;;;;;;;;;;;;;;;;;1;5,1;163050311057;9805;35310705031
;;;;;;;;;;;;;;;;;;;1;3,0;163150311057;9806;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;163250311057;9807;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;163350311057;9808;35310705031
;;;;;;;;;;;;;;;;;;;1;6,3;163550311057;9809;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;163650311057;9810;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;163750311057;9811;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;163850311057;9812;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;163950311057;9813;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;164050311057;9814;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;164150311057;9815;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;164250311057;9816;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;164350311057;9817;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;164450311057;9818;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;164550311057;9819;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;164650311057;9820;35310705031
;;;;;;;;;;;;;;;;;;;1;6,0;164750311057;9821;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;164950311057;9822;35310705031
;;;;;;;;;;;;;;;;;;;1;5,8;165250311057;9823;35310705031
;;;;;;;;;;;;;;;;;;;1;6,3;185750311057;9824;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;185850311057;9825;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;186250311057;9826;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;187950311057;9827;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;188250311057;9828;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;191950311057;9829;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;192350311057;9830;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;194550311057;9831;35310705031
;;;;;;;;;;;;;;;;;;;1;4,8;195650311057;9832;35310705031
;;;;;;;;;;;;;;;;;;;1;6,6;196050311057;9833;35310705031
;;;;;;;;;;;;;;;;;;;1;5,5;197950311057;9834;35310705031
;;;;;;;;;;;;;;;;;;;1;6,8;199450311057;9835;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;202450311057;9836;35310705031
;;;;;;;;;;;;;;;;;;;1;5,9;206350311057;9837;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;206650311057;9838;35310705031
;;;;;;;;;;;;;;;;;;;1;6,0;209550311057;9839;35310705031
;;;;;;;;;;;;;;;;;;;1;3,0;210150311057;9840;35310705031
;;;;;;;;;;;;;;;;;;;1;5,0;210950311057;9841;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;212250311057;9842;35310705031
;;;;;;;;;;;;;;;;;;;1;7,0;162554001057;9843;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;162654001057;9844;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;162754001057;9845;35310705400
;;;;;;;;;;;;;;;;;;;1;5,8;162854001057;9846;35310705400
;;;;;;;;;;;;;;;;;;;1;5,8;162954001057;9847;35310705400
;;;;;;;;;;;;;;;;;;;1;4,0;163054001057;9848;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;163154001057;9849;35310705400
;;;;;;;;;;;;;;;;;;;1;4,5;163254001057;9850;35310705400
;;;;;;;;;;;;;;;;;;;1;6,0;163354001057;9851;35310705400
;;;;;;;;;;;;;;;;;;;1;4,5;163554001057;9852;35310705400
;;;;;;;;;;;;;;;;;;;1;6,8;163654001057;9853;35310705400
;;;;;;;;;;;;;;;;;;;1;3,8;163754001057;9854;35310705400
;;;;;;;;;;;;;;;;;;;1;6,0;163854001057;9855;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;163954001057;9856;35310705400
;;;;;;;;;;;;;;;;;;;1;6,0;164054001057;9857;35310705400
;;;;;;;;;;;;;;;;;;;1;5,0;164154001057;9858;35310705400
;;;;;;;;;;;;;;;;;;;1;6,3;164254001057;9859;35310705400
;;;;;;;;;;;;;;;;;;;1;6,3;164354001057;9860;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;164454001057;9861;35310705400
;;;;;;;;;;;;;;;;;;;1;6,3;164554001057;9862;35310705400
;;;;;;;;;;;;;;;;;;;1;3,8;164654001057;9863;35310705400
;;;;;;;;;;;;;;;;;;;1;6,0;164754001057;9864;35310705400
;;;;;;;;;;;;;;;;;;;1;5,8;164954001057;9865;35310705400
;;;;;;;;;;;;;;;;;;;1;4,7;165254001057;9866;35310705400
;;;;;;;;;;;;;;;;;;;1;4,3;185754001057;9867;35310705400
;;;;;;;;;;;;;;;;;;;1;6,8;185854001057;9868;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;186254001057;9869;35310705400
;;;;;;;;;;;;;;;;;;;1;5,0;187954001057;9870;35310705400
;;;;;;;;;;;;;;;;;;;1;3,6;188254001057;9871;35310705400
;;;;;;;;;;;;;;;;;;;1;6,0;191954001057;9872;35310705400
;;;;;;;;;;;;;;;;;;;1;6,3;192354001057;9873;35310705400
;;;;;;;;;;;;;;;;;;;1;4,8;194554001057;9874;35310705400
;;;;;;;;;;;;;;;;;;;1;4,0;195654001057;9875;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;196054001057;9876;35310705400
;;;;;;;;;;;;;;;;;;;1;4,3;197954001057;9877;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;199454001057;9878;35310705400
;;;;;;;;;;;;;;;;;;;1;6,3;202454001057;9879;35310705400
;;;;;;;;;;;;;;;;;;;1;6,5;206354001057;9880;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;206654001057;9881;35310705400
;;;;;;;;;;;;;;;;;;;1;4,2;209554001057;9882;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;210154001057;9883;35310705400
;;;;;;;;;;;;;;;;;;;1;4,5;210954001057;9884;35310705400
;;;;;;;;;;;;;;;;;;;1;7,0;212254001057;9885;35310705400
;;;;;;;;;;;;;;;;;;;1;5,8;162554011057;9886;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;162654011057;9887;35310705401
;;;;;;;;;;;;;;;;;;;1;6,5;162754011057;9888;35310705401
;;;;;;;;;;;;;;;;;;;1;5,3;162854011057;9889;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;162954011057;9890;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;163054011057;9891;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;163154011057;9892;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;163254011057;9893;35310705401
;;;;;;;;;;;;;;;;;;;1;6,8;163354011057;9894;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;163554011057;9895;35310705401
;;;;;;;;;;;;;;;;;;;1;6,3;163654011057;9896;35310705401
;;;;;;;;;;;;;;;;;;;1;5,0;163754011057;9897;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;163854011057;9898;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;163954011057;9899;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;164054011057;9900;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;164154011057;9901;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;164254011057;9902;35310705401
;;;;;;;;;;;;;;;;;;;1;5,0;164354011057;9903;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;164454011057;9904;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;164554011057;9905;35310705401
;;;;;;;;;;;;;;;;;;;1;6,5;164654011057;9906;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;164754011057;9907;35310705401
;;;;;;;;;;;;;;;;;;;1;6,3;164954011057;9908;35310705401
;;;;;;;;;;;;;;;;;;;1;4,7;165254011057;9909;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;185754011057;9910;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;185854011057;9911;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;186254011057;9912;35310705401
;;;;;;;;;;;;;;;;;;;1;4,0;187954011057;9913;35310705401
;;;;;;;;;;;;;;;;;;;1;4,0;188254011057;9914;35310705401
;;;;;;;;;;;;;;;;;;;1;6,0;191954011057;9915;35310705401
;;;;;;;;;;;;;;;;;;;1;6,5;192354011057;9916;35310705401
;;;;;;;;;;;;;;;;;;;1;6,5;194554011057;9917;35310705401
;;;;;;;;;;;;;;;;;;;1;5,0;195654011057;9918;35310705401
;;;;;;;;;;;;;;;;;;;1;4,0;196054011057;9919;35310705401
;;;;;;;;;;;;;;;;;;;1;5,2;197954011057;9920;35310705401
;;;;;;;;;;;;;;;;;;;1;6,8;199454011057;9921;35310705401
;;;;;;;;;;;;;;;;;;;1;6,5;202454011057;9922;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;206354011057;9923;35310705401
;;;;;;;;;;;;;;;;;;;1;5,8;206654011057;9924;35310705401
;;;;;;;;;;;;;;;;;;;1;4,0;209554011057;9925;35310705401
;;;;;;;;;;;;;;;;;;;1;6,1;210154011057;9926;35310705401
;;;;;;;;;;;;;;;;;;;1;6,0;210954011057;9927;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;212254011057;9928;35310705401
;;;;;;;;;;;;;;;;;;;1;7,0;162554021057;9929;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;162654021057;9930;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;162754021057;9931;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;162854021057;9932;35310705402
;;;;;;;;;;;;;;;;;;;1;5,0;162954021057;9933;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;163054021057;9934;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;163154021057;9935;35310705402
;;;;;;;;;;;;;;;;;;;1;4,0;163254021057;9936;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;163354021057;9937;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;163554021057;9938;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;163654021057;9939;35310705402
;;;;;;;;;;;;;;;;;;;1;5,4;163754021057;9940;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;163854021057;9941;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;163954021057;9942;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;164054021057;9943;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;164154021057;9944;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;164254021057;9945;35310705402
;;;;;;;;;;;;;;;;;;;1;5,5;164354021057;9946;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;164454021057;9947;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;164554021057;9948;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;164654021057;9949;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;164754021057;9950;35310705402
;;;;;;;;;;;;;;;;;;;1;6,3;164954021057;9951;35310705402
;;;;;;;;;;;;;;;;;;;1;4,8;165254021057;9952;35310705402
;;;;;;;;;;;;;;;;;;;1;5,9;185754021057;9953;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;185854021057;9954;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;186254021057;9955;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;187954021057;9956;35310705402
;;;;;;;;;;;;;;;;;;;1;4,2;188254021057;9957;35310705402
;;;;;;;;;;;;;;;;;;;1;5,0;191954021057;9958;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;192354021057;9959;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;194554021057;9960;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;195654021057;9961;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;196054021057;9962;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;197954021057;9963;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;199454021057;9964;35310705402
;;;;;;;;;;;;;;;;;;;1;6,0;202454021057;9965;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;206354021057;9966;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;206654021057;9967;35310705402
;;;;;;;;;;;;;;;;;;;1;3,5;209554021057;9968;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;210154021057;9969;35310705402
;;;;;;;;;;;;;;;;;;;1;6,5;210954021057;9970;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;212254021057;9971;35310705402
;;;;;;;;;;;;;;;;;;;1;7,0;162554031057;9972;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;162654031057;9973;35310705403
;;;;;;;;;;;;;;;;;;;1;6,5;162754031057;9974;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;162854031057;9975;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;162954031057;9976;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163054031057;9977;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163154031057;9978;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163254031057;9979;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163354031057;9980;35310705403
;;;;;;;;;;;;;;;;;;;1;6,8;163554031057;9981;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163654031057;9982;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163754031057;9983;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163854031057;9984;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;163954031057;9985;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164054031057;9986;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164154031057;9987;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164254031057;9988;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164354031057;9989;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164454031057;9990;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164554031057;9991;35310705403
;;;;;;;;;;;;;;;;;;;1;6,5;164654031057;9992;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164754031057;9993;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;164954031057;9994;35310705403
;;;;;;;;;;;;;;;;;;;1;5,0;165254031057;9995;35310705403
;;;;;;;;;;;;;;;;;;;1;6,5;185754031057;9996;35310705403
;;;;;;;;;;;;;;;;;;;1;6,8;185854031057;9997;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;186254031057;9998;35310705403
;;;;;;;;;;;;;;;;;;;1;6,0;187954031057;9999;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;188254031057;10000;35310705403
;;;;;;;;;;;;;;;;;;;1;6,5;191954031057;10001;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;192354031057;10002;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;194554031057;10003;35310705403
;;;;;;;;;;;;;;;;;;;1;6,0;195654031057;10004;35310705403
;;;;;;;;;;;;;;;;;;;1;6,5;196054031057;10005;35310705403
;;;;;;;;;;;;;;;;;;;1;6,8;197954031057;10006;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;199454031057;10007;35310705403
;;;;;;;;;;;;;;;;;;;1;6,3;202454031057;10008;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;206354031057;10009;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;206654031057;10010;35310705403
;;;;;;;;;;;;;;;;;;;1;5,0;209554031057;10011;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;210154031057;10012;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;210954031057;10013;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;212254031057;10014;35310705403
;;;;;;;;;;;;;;;;;;;1;7,0;162545661058;10015;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;162645661058;10016;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;162745661058;10017;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;162845661058;10018;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;162945661058;10019;35310704566
;;;;;;;;;;;;;;;;;;;1;5,0;163045661058;10020;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;163145661058;10021;35310704566
;;;;;;;;;;;;;;;;;;;1;4,0;163245661058;10022;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;163345661058;10023;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;163545661058;10024;35310704566
;;;;;;;;;;;;;;;;;;;1;7,0;163645661058;10025;35310704566
;;;;;;;;;;;;;;;;;;;1;3,7;163745661058;10026;35310704566
