CalendarCode;CalendarYear;RecordEndDateTime;RecordStartDateTime;CalendarDescription;OrganizationCalendarId;OrganizationId
47586;2024;;;clase fecha: 2024-04-08;10047586;326
47587;2024;;;clase fecha: 2024-04-08;10047587;326
47588;2024;;;clase fecha: 2024-04-08;10047588;326
47589;2024;;;clase fecha: 2024-03-13;10047589;248
47590;2024;;;clase fecha: 2024-04-08;10047590;164
47591;2024;;;clase fecha: 2024-04-08;10047591;164
47592;2024;;;clase fecha: 2024-04-08;10047592;184
47593;2024;;;clase fecha: 2024-04-08;10047593;237
47594;2024;;;clase fecha: 2024-03-14;10047594;229
47595;2024;;;clase fecha: 2024-03-14;10047595;229
47596;2024;;;clase fecha: 2024-03-14;10047596;229
47597;2024;;;clase fecha: 2024-03-14;10047597;229
47598;2024;;;clase fecha: 2024-03-14;10047598;248
47599;2024;;;clase fecha: 2024-04-03;10047599;248
47600;2024;;;clase fecha: 2024-04-08;10047600;176
47601;2024;;;clase fecha: 2024-04-08;10047601;158
47602;2024;;;clase fecha: 2024-04-08;10047602;291
47603;2024;;;clase fecha: 2024-04-08;10047603;158
47604;2024;;;clase fecha: 2024-04-08;10047604;128
47605;2024;;;clase fecha: 2024-04-08;10047605;291
47606;2024;;;clase fecha: 2024-04-08;10047606;291
47607;2024;;;clase fecha: 2024-04-03;10047607;248
47608;2024;;;clase fecha: 2024-04-08;10047608;539
47609;2024;;;clase fecha: 2024-04-08;10047609;539
47610;2024;;;clase fecha: 2024-04-08;10047610;402
47611;2024;;;clase fecha: 2024-04-08;10047611;402
47612;2024;;;clase fecha: 2024-04-08;10047612;551
47613;2024;;;clase fecha: 2024-04-08;10047613;357
47614;2024;;;clase fecha: 2024-04-08;10047614;368
47615;2024;;;clase fecha: 2024-04-08;10047615;368
47616;2024;;;clase fecha: 2024-04-08;10047616;380
47617;2024;;;clase fecha: 2024-04-08;10047617;380
47618;2024;;;clase fecha: 2024-04-08;10047618;500
47619;2024;;;clase fecha: 2024-04-08;10047619;500
47620;2024;;;clase fecha: 2024-04-08;10047620;500
47621;2024;;;clase fecha: 2024-04-08;10047621;244
47622;2024;;;clase fecha: 2024-04-08;10047622;244
47623;2024;;;clase fecha: 2024-03-12;10047623;189
47624;2024;;;clase fecha: 2024-04-08;10047624;176
47625;2024;;;clase fecha: 2024-03-12;10047625;191
47626;2024;;;clase fecha: 2024-03-13;10047626;192
47627;2024;;;clase fecha: 2024-03-13;10047627;195
47628;2024;;;clase fecha: 2024-04-08;10047628;214
47629;2024;;;clase fecha: 2024-04-08;10047629;112
47630;2024;;;clase fecha: 2024-04-08;10047630;258
47631;2024;;;clase fecha: 2024-04-08;10047631;258
47632;2024;;;clase fecha: 2024-04-08;10047632;372
47633;2024;;;clase fecha: 2024-04-08;10047633;372
47634;2024;;;clase fecha: 2024-04-08;10047634;190
47635;2024;;;clase fecha: 2024-04-08;10047635;190
47636;2024;;;clase fecha: 2024-04-08;10047636;365
47637;2024;;;clase fecha: 2024-04-08;10047637;365
47638;2024;;;clase fecha: 2024-04-08;10047638;529
47639;2024;;;clase fecha: 2024-04-08;10047639;225
47640;2024;;;clase fecha: 2024-04-08;10047640;225
47641;2024;;;clase fecha: 2024-04-08;10047641;214
47642;2024;;;clase fecha: 2024-04-08;10047642;356
47643;2024;;;clase fecha: 2024-04-08;10047643;356
47644;2024;;;clase fecha: 2024-04-08;10047644;232
47645;2024;;;clase fecha: 2024-04-08;10047645;241
47646;2024;;;clase fecha: 2024-04-08;10047646;113
47647;2024;;;clase fecha: 2024-04-08;10047647;504
47648;2024;;;clase fecha: 2024-04-08;10047648;504
47649;2024;;;clase fecha: 2024-04-08;10047649;504
47650;2024;;;clase fecha: 2024-04-08;10047650;504
47651;2024;;;clase fecha: 2024-04-08;10047651;504
47652;2024;;;clase fecha: 2024-04-08;10047652;504
47653;2024;;;clase fecha: 2024-04-08;10047653;111
47654;2024;;;clase fecha: 2024-04-08;10047654;550
47655;2024;;;clase fecha: 2024-04-08;10047655;315
47656;2024;;;clase fecha: 2024-04-08;10047656;315
47657;2024;;;clase fecha: 2024-04-08;10047657;366
47658;2024;;;clase fecha: 2024-04-08;10047658;149
47659;2024;;;clase fecha: 2024-04-08;10047659;287
47660;2024;;;clase fecha: 2024-04-08;10047660;287
47661;2024;;;clase fecha: 2024-04-09;10047661;179
47662;2024;;;clase fecha: 2024-04-09;10047662;179
47663;2024;;;clase fecha: 2024-04-09;10047663;385
47664;2024;;;clase fecha: 2024-04-09;10047664;247
47665;2024;;;clase fecha: 2024-04-09;10047665;290
47666;2024;;;clase fecha: 2024-04-09;10047666;571
47667;2024;;;clase fecha: 2024-04-09;10047667;385
47668;2024;;;clase fecha: 2024-04-09;10047668;156
47669;2024;;;clase fecha: 2024-04-09;10047669;571
47670;2024;;;clase fecha: 2024-04-09;10047670;571
47671;2024;;;clase fecha: 2024-04-09;10047671;571
47672;2024;;;clase fecha: 2024-04-09;10047672;571
47673;2024;;;clase fecha: 2024-04-09;10047673;571
47674;2024;;;clase fecha: 2024-04-09;10047674;571
47675;2024;;;clase fecha: 2024-04-09;10047675;571
47676;2024;;;clase fecha: 2024-04-09;10047676;373
47677;2024;;;clase fecha: 2024-04-09;10047677;374
47678;2024;;;clase fecha: 2024-04-09;10047678;567
47679;2024;;;clase fecha: 2024-04-09;10047679;205
47680;2024;;;clase fecha: 2024-04-09;10047680;507
47681;2024;;;clase fecha: 2024-04-09;10047681;507
47682;2024;;;clase fecha: 2024-04-09;10047682;205
47683;2024;;;clase fecha: 2024-04-09;10047683;204
47684;2024;;;clase fecha: 2024-04-09;10047684;204
47685;2024;;;clase fecha: 2024-04-09;10047685;207
47686;2024;;;clase fecha: 2024-04-09;10047686;207
47687;2024;;;clase fecha: 2024-04-09;10047687;236
47688;2024;;;clase fecha: 2024-04-09;10047688;236
47689;2024;;;clase fecha: 2024-04-09;10047689;143
47690;2024;;;clase fecha: 2024-04-09;10047690;143
47691;2024;;;clase fecha: 2024-04-09;10047691;144
47692;2024;;;clase fecha: 2024-04-09;10047692;144
47693;2024;;;clase fecha: 2024-04-09;10047693;146
47694;2024;;;clase fecha: 2024-04-09;10047694;146
47695;2024;;;clase fecha: 2024-04-09;10047695;516
47696;2024;;;clase fecha: 2024-04-09;10047696;516
47697;2024;;;clase fecha: 2024-04-09;10047697;280
47698;2024;;;clase fecha: 2024-04-09;10047698;516
47699;2024;;;clase fecha: 2024-04-09;10047699;542
47700;2024;;;clase fecha: 2024-04-09;10047700;542
47701;2024;;;clase fecha: 2024-04-09;10047701;156
47702;2024;;;clase fecha: 2024-04-09;10047702;312
47703;2024;;;clase fecha: 2024-04-09;10047703;353
47704;2024;;;clase fecha: 2024-04-09;10047704;312
47705;2024;;;clase fecha: 2024-04-09;10047705;353
47706;2024;;;clase fecha: 2024-04-09;10047706;186
47707;2024;;;clase fecha: 2024-04-09;10047707;358
47708;2024;;;clase fecha: 2024-04-09;10047708;358
47709;2024;;;clase fecha: 2024-04-09;10047709;314
47710;2024;;;clase fecha: 2024-04-09;10047710;157
47711;2024;;;clase fecha: 2024-04-09;10047711;157
47712;2024;;;clase fecha: 2024-04-09;10047712;161
47713;2024;;;clase fecha: 2024-04-09;10047713;161
47714;2024;;;clase fecha: 2024-04-09;10047714;251
47715;2024;;;clase fecha: 2024-04-09;10047715;252
47716;2024;;;clase fecha: 2024-04-09;10047716;252
47717;2024;;;clase fecha: 2024-04-09;10047717;130
47718;2024;;;clase fecha: 2024-04-09;10047718;130
47719;2024;;;clase fecha: 2024-04-09;10047719;229
47720;2024;;;clase fecha: 2024-04-09;10047720;229
47721;2024;;;clase fecha: 2024-04-09;10047721;502
47722;2024;;;clase fecha: 2024-04-09;10047722;502
47723;2024;;;clase fecha: 2024-04-09;10047723;388
47724;2024;;;clase fecha: 2024-04-09;10047724;186
47725;2024;;;clase fecha: 2024-04-09;10047725;399
47726;2024;;;clase fecha: 2024-04-09;10047726;399
47727;2024;;;clase fecha: 2024-04-09;10047727;541
47728;2024;;;clase fecha: 2024-04-09;10047728;541
47729;2024;;;clase fecha: 2024-04-09;10047729;398
47730;2024;;;clase fecha: 2024-04-09;10047730;398
47731;2024;;;clase fecha: 2024-04-09;10047731;248
47732;2024;;;clase fecha: 2024-04-09;10047732;248
47733;2024;;;clase fecha: 2024-04-09;10047733;182
47734;2024;;;clase fecha: 2024-04-09;10047734;278
47735;2024;;;clase fecha: 2024-04-09;10047735;278
47736;2024;;;clase fecha: 2024-04-09;10047736;237
47737;2024;;;clase fecha: 2024-04-09;10047737;283
47738;2024;;;clase fecha: 2024-04-09;10047738;283
47739;2024;;;clase fecha: 2024-04-09;10047739;182
47740;2024;;;clase fecha: 2024-04-09;10047740;228
47741;2024;;;clase fecha: 2024-04-09;10047741;314
47742;2024;;;clase fecha: 2024-04-09;10047742;314
47743;2024;;;clase fecha: 2024-04-08;10047743;378
47744;2024;;;clase fecha: 2024-04-08;10047744;378
47745;2024;;;clase fecha: 2024-04-08;10047745;391
47746;2024;;;clase fecha: 2024-04-08;10047746;391
47747;2024;;;clase fecha: 2024-04-08;10047747;378
47748;2024;;;clase fecha: 2024-04-03;10047748;389
47749;2024;;;clase fecha: 2024-04-04;10047749;378
47750;2024;;;clase fecha: 2024-04-04;10047750;378
47751;2024;;;clase fecha: 2024-04-04;10047751;391
47752;2024;;;clase fecha: 2024-04-04;10047752;391
47753;2024;;;clase fecha: 2024-04-04;10047753;364
47754;2024;;;clase fecha: 2024-04-09;10047754;386
47755;2024;;;clase fecha: 2024-04-04;10047755;364
47756;2024;;;clase fecha: 2024-04-04;10047756;378
47757;2024;;;clase fecha: 2024-04-09;10047757;386
47758;2024;;;clase fecha: 2024-03-22;10047758;151
47760;2024;;;clase fecha: 2024-03-22;10047760;151
47761;2024;;;clase fecha: 2024-03-15;10047761;151
47763;2024;;;clase fecha: 2024-04-09;10047763;128
47764;2024;;;clase fecha: 2024-04-09;10047764;189
47765;2024;;;clase fecha: 2024-04-09;10047765;191
47766;2024;;;clase fecha: 2024-04-09;10047766;538
47767;2024;;;clase fecha: 2024-04-09;10047767;538
47768;2024;;;clase fecha: 2024-04-09;10047768;538
47769;2024;;;clase fecha: 2024-04-09;10047769;282
47770;2024;;;clase fecha: 2024-04-09;10047770;282
47771;2024;;;clase fecha: 2024-04-09;10047771;220
47772;2024;;;clase fecha: 2024-04-09;10047772;220
47773;2024;;;clase fecha: 2024-04-09;10047773;394
47774;2024;;;clase fecha: 2024-04-09;10047774;394
47775;2024;;;clase fecha: 2024-04-09;10047775;228
47776;2024;;;clase fecha: 2024-04-09;10047776;367
47777;2024;;;clase fecha: 2024-04-09;10047777;228
47778;2024;;;clase fecha: 2024-04-09;10047778;368
47779;2024;;;clase fecha: 2024-04-09;10047779;368
47780;2024;;;clase fecha: 2024-04-09;10047780;374
47781;2024;;;clase fecha: 2024-04-09;10047781;380
47782;2024;;;clase fecha: 2024-04-09;10047782;395
47783;2024;;;clase fecha: 2024-04-09;10047783;395
47784;2024;;;clase fecha: 2024-04-09;10047784;366
47785;2024;;;clase fecha: 2024-04-09;10047785;366
47786;2024;;;clase fecha: 2024-04-09;10047786;353
47787;2024;;;clase fecha: 2024-04-09;10047787;244
47788;2024;;;clase fecha: 2024-04-09;10047788;353
47789;2024;;;clase fecha: 2024-04-09;10047789;244
47790;2024;;;clase fecha: 2024-04-09;10047790;374
47791;2024;;;clase fecha: 2024-04-09;10047791;361
47792;2024;;;clase fecha: 2024-04-09;10047792;508
47793;2024;;;clase fecha: 2024-04-09;10047793;508
47794;2024;;;clase fecha: 2024-04-09;10047794;508
47795;2024;;;clase fecha: 2024-04-09;10047795;508
47796;2024;;;clase fecha: 2024-04-09;10047796;508
47797;2024;;;clase fecha: 2024-04-09;10047797;387
47798;2024;;;clase fecha: 2024-04-09;10047798;316
47799;2024;;;clase fecha: 2024-04-09;10047799;113
47800;2024;;;clase fecha: 2024-04-10;10047800;179
47801;2024;;;clase fecha: 2024-04-10;10047801;179
47802;2024;;;clase fecha: 2024-04-10;10047802;548
47803;2024;;;clase fecha: 2024-04-10;10047803;548
47804;2024;;;clase fecha: 2024-04-10;10047804;206
47805;2024;;;clase fecha: 2024-04-10;10047805;206
47806;2024;;;clase fecha: 2024-04-10;10047806;206
47807;2024;;;clase fecha: 2024-04-10;10047807;208
47808;2024;;;clase fecha: 2024-04-10;10047808;282
47809;2024;;;clase fecha: 2024-04-10;10047809;370
47810;2024;;;clase fecha: 2024-04-10;10047810;370
47811;2024;;;clase fecha: 2024-04-10;10047811;143
47812;2024;;;clase fecha: 2024-04-10;10047812;143
47813;2024;;;clase fecha: 2024-04-10;10047813;144
47814;2024;;;clase fecha: 2024-04-10;10047814;144
47815;2024;;;clase fecha: 2024-04-10;10047815;148
47816;2024;;;clase fecha: 2024-04-10;10047816;148
47817;2024;;;clase fecha: 2024-04-05;10047817;151
47818;2024;;;clase fecha: 2024-04-10;10047818;282
47819;2024;;;clase fecha: 2024-04-10;10047819;225
47820;2024;;;clase fecha: 2024-04-10;10047820;225
47821;2024;;;clase fecha: 2024-04-10;10047821;380
47822;2024;;;clase fecha: 2024-04-10;10047822;380
47823;2024;;;clase fecha: 2024-04-10;10047823;249
47824;2024;;;clase fecha: 2024-04-10;10047824;249
47825;2024;;;clase fecha: 2024-04-10;10047825;371
47826;2024;;;clase fecha: 2024-04-10;10047826;253
47827;2024;;;clase fecha: 2024-04-10;10047827;509
47828;2024;;;clase fecha: 2024-04-10;10047828;509
47829;2024;;;clase fecha: 2024-04-10;10047829;509
47830;2024;;;clase fecha: 2024-04-10;10047830;509
47831;2024;;;clase fecha: 2024-04-10;10047831;509
47832;2024;;;clase fecha: 2024-04-10;10047832;507
47833;2024;;;clase fecha: 2024-04-10;10047833;507
47834;2024;;;clase fecha: 2024-04-10;10047834;507
47835;2024;;;clase fecha: 2024-04-10;10047835;371
47836;2024;;;clase fecha: 2024-04-10;10047836;546
47837;2024;;;clase fecha: 2024-04-10;10047837;546
47838;2024;;;clase fecha: 2024-04-10;10047838;546
47839;2024;;;clase fecha: 2024-04-10;10047839;546
47840;2024;;;clase fecha: 2024-04-10;10047840;546
47841;2024;;;clase fecha: 2024-04-10;10047841;546
47842;2024;;;clase fecha: 2024-04-10;10047842;546
47843;2024;;;clase fecha: 2024-04-10;10047843;569
47844;2024;;;clase fecha: 2024-04-10;10047844;395
47845;2024;;;clase fecha: 2024-04-10;10047845;395
47846;2024;;;clase fecha: 2024-04-10;10047846;176
47847;2024;;;clase fecha: 2024-04-10;10047847;159
47848;2024;;;clase fecha: 2024-04-10;10047848;278
47849;2024;;;clase fecha: 2024-04-10;10047849;159
47850;2024;;;clase fecha: 2024-04-10;10047850;159
47851;2024;;;clase fecha: 2024-04-10;10047851;518
47852;2024;;;clase fecha: 2024-04-10;10047852;518
47853;2024;;;clase fecha: 2024-04-10;10047853;176
47854;2024;;;clase fecha: 2024-04-10;10047854;381
47855;2024;;;clase fecha: 2024-04-10;10047855;381
47856;2024;;;clase fecha: 2024-04-10;10047856;210
47857;2024;;;clase fecha: 2024-04-10;10047857;210
47858;2024;;;clase fecha: 2024-04-10;10047858;278
47859;2024;;;clase fecha: 2024-04-10;10047859;319
47860;2024;;;clase fecha: 2024-04-10;10047860;319
47861;2024;;;clase fecha: 2024-04-10;10047861;353
47862;2024;;;clase fecha: 2024-04-10;10047862;353
47863;2024;;;clase fecha: 2024-04-10;10047863;130
47864;2024;;;clase fecha: 2024-04-10;10047864;129
47865;2024;;;clase fecha: 2024-04-10;10047865;129
47866;2024;;;clase fecha: 2024-04-10;10047866;288
47867;2024;;;clase fecha: 2024-04-10;10047867;316
47868;2024;;;clase fecha: 2024-04-10;10047868;316
47869;2024;;;clase fecha: 2024-04-10;10047869;233
47870;2024;;;clase fecha: 2024-04-10;10047870;233
47871;2024;;;clase fecha: 2024-04-10;10047871;288
47872;2024;;;clase fecha: 2024-04-10;10047872;355
47873;2024;;;clase fecha: 2024-04-10;10047873;355
47874;2024;;;clase fecha: 2024-04-10;10047874;569
47875;2024;;;clase fecha: 2024-04-10;10047875;569
47876;2024;;;clase fecha: 2024-04-10;10047876;567
47877;2024;;;clase fecha: 2024-04-10;10047877;518
47878;2024;;;clase fecha: 2024-04-10;10047878;383
47879;2024;;;clase fecha: 2024-04-10;10047879;383
47880;2024;;;clase fecha: 2024-04-10;10047880;248
47881;2024;;;clase fecha: 2024-04-10;10047881;248
47882;2024;;;clase fecha: 2024-04-10;10047882;248
47883;2024;;;clase fecha: 2024-04-10;10047883;394
47884;2024;;;clase fecha: 2024-04-10;10047884;354
47885;2024;;;clase fecha: 2024-04-10;10047885;354
47886;2024;;;clase fecha: 2024-04-10;10047886;391
47887;2024;;;clase fecha: 2024-04-10;10047887;391
47888;2024;;;clase fecha: 2024-04-10;10047888;364
47889;2024;;;clase fecha: 2024-04-10;10047889;312
47890;2024;;;clase fecha: 2024-04-10;10047890;312
47891;2024;;;clase fecha: 2024-04-10;10047891;231
47892;2024;;;clase fecha: 2024-04-10;10047892;231
47893;2024;;;clase fecha: 2024-04-10;10047893;393
47894;2024;;;clase fecha: 2024-04-10;10047894;393
47895;2024;;;clase fecha: 2024-04-10;10047895;157
47896;2024;;;clase fecha: 2024-04-10;10047896;157
47897;2024;;;clase fecha: 2024-04-10;10047897;235
47898;2024;;;clase fecha: 2024-04-10;10047898;235
47899;2024;;;clase fecha: 2024-04-10;10047899;528
47900;2024;;;clase fecha: 2024-04-10;10047900;528
47901;2024;;;clase fecha: 2024-04-10;10047901;528
47902;2024;;;clase fecha: 2024-04-10;10047902;528
47903;2024;;;clase fecha: 2024-04-10;10047903;528
47904;2024;;;clase fecha: 2024-04-10;10047904;528
47905;2024;;;clase fecha: 2024-04-10;10047905;394
47906;2024;;;clase fecha: 2024-04-10;10047906;388
47907;2024;;;clase fecha: 2024-04-10;10047907;211
47908;2024;;;clase fecha: 2024-04-10;10047908;211
47909;2024;;;clase fecha: 2024-04-10;10047909;188
47910;2024;;;clase fecha: 2024-04-10;10047910;188
47911;2024;;;clase fecha: 2024-04-10;10047911;497
47912;2024;;;clase fecha: 2024-04-10;10047912;561
47913;2024;;;clase fecha: 2024-04-10;10047913;561
47914;2024;;;clase fecha: 2024-04-10;10047914;561
47915;2024;;;clase fecha: 2024-04-10;10047915;366
47916;2024;;;clase fecha: 2024-04-10;10047916;366
47917;2024;;;clase fecha: 2024-04-10;10047917;244
47918;2024;;;clase fecha: 2024-04-10;10047918;375
47919;2024;;;clase fecha: 2024-04-10;10047919;244
47920;2024;;;clase fecha: 2024-04-10;10047920;192
47921;2024;;;clase fecha: 2024-04-10;10047921;195
47922;2024;;;clase fecha: 2024-04-10;10047922;388
47923;2024;;;clase fecha: 2024-04-10;10047923;402
47924;2024;;;clase fecha: 2024-04-10;10047924;360
47925;2024;;;clase fecha: 2024-04-10;10047925;285
47926;2024;;;clase fecha: 2024-04-10;10047926;286
47927;2024;;;clase fecha: 2024-04-03;10047927;360
47928;2024;;;clase fecha: 2024-04-11;10047928;510
47929;2024;;;clase fecha: 2024-04-11;10047929;510
47930;2024;;;clase fecha: 2024-04-11;10047930;179
47931;2024;;;clase fecha: 2024-03-07;10047931;510
47932;2024;;;clase fecha: 2024-03-07;10047932;510
47933;2024;;;clase fecha: 2024-04-10;10047933;364
47934;2024;;;clase fecha: 2024-03-14;10047934;510
47935;2024;;;clase fecha: 2024-04-10;10047935;351
47936;2024;;;clase fecha: 2024-04-11;10047936;564
47937;2024;;;clase fecha: 2024-03-14;10047937;510
47938;2024;;;clase fecha: 2024-04-10;10047938;351
47939;2024;;;clase fecha: 2024-04-10;10047939;389
47940;2024;;;clase fecha: 2024-04-11;10047940;564
47941;2024;;;clase fecha: 2024-04-11;10047941;354
47942;2024;;;clase fecha: 2024-04-11;10047942;351
47943;2024;;;clase fecha: 2024-04-11;10047943;145
47944;2024;;;clase fecha: 2024-04-11;10047944;354
47945;2024;;;clase fecha: 2024-04-11;10047945;501
47946;2024;;;clase fecha: 2024-04-11;10047946;501
47947;2024;;;clase fecha: 2024-04-11;10047947;367
47948;2024;;;clase fecha: 2024-04-11;10047948;179
47949;2024;;;clase fecha: 2024-04-11;10047949;351
47950;2024;;;clase fecha: 2024-04-11;10047950;145
47951;2024;;;clase fecha: 2024-04-11;10047951;145
47952;2024;;;clase fecha: 2024-04-11;10047952;247
47953;2024;;;clase fecha: 2024-04-11;10047953;540
47954;2024;;;clase fecha: 2024-04-11;10047954;247
47955;2024;;;clase fecha: 2024-04-11;10047955;520
47956;2024;;;clase fecha: 2024-04-11;10047956;520
47957;2024;;;clase fecha: 2024-04-11;10047957;547
47958;2024;;;clase fecha: 2024-04-11;10047958;547
47959;2024;;;clase fecha: 2024-04-11;10047959;545
47960;2024;;;clase fecha: 2024-04-11;10047960;545
47961;2024;;;clase fecha: 2024-04-11;10047961;545
47962;2024;;;clase fecha: 2024-04-11;10047962;545
47963;2024;;;clase fecha: 2024-04-11;10047963;545
47964;2024;;;clase fecha: 2024-04-11;10047964;545
47965;2024;;;clase fecha: 2024-04-11;10047965;365
47966;2024;;;clase fecha: 2024-04-11;10047966;204
47967;2024;;;clase fecha: 2024-04-11;10047967;204
47968;2024;;;clase fecha: 2024-04-11;10047968;205
47969;2024;;;clase fecha: 2024-04-11;10047969;205
47970;2024;;;clase fecha: 2024-04-11;10047970;365
47971;2024;;;clase fecha: 2024-04-11;10047971;400
47972;2024;;;clase fecha: 2024-04-11;10047972;400
47973;2024;;;clase fecha: 2024-04-11;10047973;289
47974;2024;;;clase fecha: 2024-04-11;10047974;325
47975;2024;;;clase fecha: 2024-04-11;10047975;289
47976;2024;;;clase fecha: 2024-04-11;10047976;325
47977;2024;;;clase fecha: 2024-04-11;10047977;182
47978;2024;;;clase fecha: 2024-04-11;10047978;176
47979;2024;;;clase fecha: 2024-04-11;10047979;176
47980;2024;;;clase fecha: 2024-04-11;10047980;198
47981;2024;;;clase fecha: 2024-04-11;10047981;198
47982;2024;;;clase fecha: 2024-04-11;10047982;157
47983;2024;;;clase fecha: 2024-04-11;10047983;157
47984;2024;;;clase fecha: 2024-04-11;10047984;165
47985;2024;;;clase fecha: 2024-04-11;10047985;216
47986;2024;;;clase fecha: 2024-04-11;10047986;194
47987;2024;;;clase fecha: 2024-03-05;10047987;385
47988;2024;;;clase fecha: 2024-03-05;10047988;385
47989;2024;;;clase fecha: 2024-04-11;10047989;497
47990;2024;;;clase fecha: 2024-03-05;10047990;358
47991;2024;;;clase fecha: 2024-03-05;10047991;398
47992;2024;;;clase fecha: 2024-03-05;10047992;323
47993;2024;;;clase fecha: 2024-03-05;10047993;358
47994;2024;;;clase fecha: 2024-03-05;10047994;398
47995;2024;;;clase fecha: 2024-03-05;10047995;323
47996;2024;;;clase fecha: 2024-04-11;10047996;497
47997;2024;;;clase fecha: 2024-04-11;10047997;511
47998;2024;;;clase fecha: 2024-03-06;10047998;288
47999;2024;;;clase fecha: 2024-03-06;10047999;288
48000;2024;;;clase fecha: 2024-03-06;10048000;235
48001;2024;;;clase fecha: 2024-03-06;10048001;235
48002;2024;;;clase fecha: 2024-03-07;10048002;150
48003;2024;;;clase fecha: 2024-03-07;10048003;150
48004;2024;;;clase fecha: 2024-03-07;10048004;150
48005;2024;;;clase fecha: 2024-03-07;10048005;254
48006;2024;;;clase fecha: 2024-03-07;10048006;254
48007;2024;;;clase fecha: 2024-03-12;10048007;358
48008;2024;;;clase fecha: 2024-03-12;10048008;358
48009;2024;;;clase fecha: 2024-04-11;10048009;130
48010;2024;;;clase fecha: 2024-04-11;10048010;130
48011;2024;;;clase fecha: 2024-04-11;10048011;158
48012;2024;;;clase fecha: 2024-04-11;10048012;240
48013;2024;;;clase fecha: 2024-04-11;10048013;240
48014;2024;;;clase fecha: 2024-04-11;10048014;393
48015;2024;;;clase fecha: 2024-04-11;10048015;393
48016;2024;;;clase fecha: 2024-04-11;10048016;128
48017;2024;;;clase fecha: 2024-04-11;10048017;150
48018;2024;;;clase fecha: 2024-04-11;10048018;282
48019;2024;;;clase fecha: 2024-04-11;10048019;282
48020;2024;;;clase fecha: 2024-04-11;10048020;150
48021;2024;;;clase fecha: 2024-04-11;10048021;150
48022;2024;;;clase fecha: 2024-04-11;10048022;284
48023;2024;;;clase fecha: 2024-04-11;10048023;284
48024;2024;;;clase fecha: 2024-04-11;10048024;218
48025;2024;;;clase fecha: 2024-04-11;10048025;498
48026;2024;;;clase fecha: 2024-04-11;10048026;562
48027;2024;;;clase fecha: 2024-04-11;10048027;562
48028;2024;;;clase fecha: 2024-04-11;10048028;352
48029;2024;;;clase fecha: 2024-04-11;10048029;352
48030;2024;;;clase fecha: 2024-04-11;10048030;498
48031;2024;;;clase fecha: 2024-04-11;10048031;248
48032;2024;;;clase fecha: 2024-03-05;10048032;314
48033;2024;;;clase fecha: 2024-03-05;10048033;228
48034;2024;;;clase fecha: 2024-03-05;10048034;228
48035;2024;;;clase fecha: 2024-03-05;10048035;228
48036;2024;;;clase fecha: 2024-03-07;10048036;247
48037;2024;;;clase fecha: 2024-04-11;10048037;369
48038;2024;;;clase fecha: 2024-03-07;10048038;247
48039;2024;;;clase fecha: 2024-03-07;10048039;498
48040;2024;;;clase fecha: 2024-03-07;10048040;498
48041;2024;;;clase fecha: 2024-03-07;10048041;280
48042;2024;;;clase fecha: 2024-03-07;10048042;280
48043;2024;;;clase fecha: 2024-04-11;10048043;369
48044;2024;;;clase fecha: 2024-04-11;10048044;387
48045;2024;;;clase fecha: 2024-04-11;10048045;387
48046;2024;;;clase fecha: 2024-03-12;10048046;314
48047;2024;;;clase fecha: 2024-03-12;10048047;314
48048;2024;;;clase fecha: 2024-04-11;10048048;255
48049;2024;;;clase fecha: 2024-04-11;10048049;255
48050;2024;;;clase fecha: 2024-04-11;10048050;324
48051;2024;;;clase fecha: 2024-04-11;10048051;324
48052;2024;;;clase fecha: 2024-04-11;10048052;260
48053;2024;;;clase fecha: 2024-04-11;10048053;378
48054;2024;;;clase fecha: 2024-04-11;10048054;254
48055;2024;;;clase fecha: 2024-04-11;10048055;378
48056;2024;;;clase fecha: 2024-04-11;10048056;391
48057;2024;;;clase fecha: 2024-04-11;10048057;391
48058;2024;;;clase fecha: 2024-04-11;10048058;364
48059;2024;;;clase fecha: 2024-04-11;10048059;254
48060;2024;;;clase fecha: 2024-04-11;10048060;229
48061;2024;;;clase fecha: 2024-04-11;10048061;364
48062;2024;;;clase fecha: 2024-04-11;10048062;229
48063;2024;;;clase fecha: 2024-04-11;10048063;229
48064;2024;;;clase fecha: 2024-04-11;10048064;229
48065;2024;;;clase fecha: 2024-04-11;10048065;280
48066;2024;;;clase fecha: 2024-04-11;10048066;280
48067;2024;;;clase fecha: 2024-04-11;10048067;219
48068;2024;;;clase fecha: 2024-04-11;10048068;217
48069;2024;;;clase fecha: 2024-04-11;10048069;359
48070;2024;;;clase fecha: 2024-04-11;10048070;156
48071;2024;;;clase fecha: 2024-04-11;10048071;156
48072;2024;;;clase fecha: 2024-04-11;10048072;392
48073;2024;;;clase fecha: 2024-04-11;10048073;359
48074;2024;;;clase fecha: 2024-04-11;10048074;392
48075;2024;;;clase fecha: 2024-04-11;10048075;321
48076;2024;;;clase fecha: 2024-04-11;10048076;320
48077;2024;;;clase fecha: 2024-04-11;10048077;319
48078;2024;;;clase fecha: 2024-04-11;10048078;319
48079;2024;;;clase fecha: 2024-04-11;10048079;230
48080;2024;;;clase fecha: 2024-04-11;10048080;230
48081;2024;;;clase fecha: 2024-04-11;10048081;566
48082;2024;;;clase fecha: 2024-03-12;10048082;228
48083;2024;;;clase fecha: 2024-03-12;10048083;228
48084;2024;;;clase fecha: 2024-03-12;10048084;228
