active;DisplacedStudentStatus;FirstEntryDateIntoUSSchool;NSLPDirectCertificationIndicator;RecordEndDateTime;RecordStartDateTime;RefDirectoryInformationBlockStatusId;RefEndOfTermStatusId;RefEnrollmentStatusId;RefEntryGradeLevelId;RefEntryType;RefExitGradeLevel;RefExitOrWithdrawalStatusId;RefExitOrWithdrawalTypeId;RefFoodServiceEligibilityId;RefNonPromotionReasonId;RefPromotionReasonId;RefPublicSchoolResidence;RefStudentEnrollmentAccessTypeId;OrganizationPersonRoleId;StudentListNumber
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105777;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105778;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105779;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105782;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105783;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105784;38
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105785;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105787;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105788;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105789;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105790;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105791;37
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105792;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105793;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105794;36
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105796;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105798;35
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105799;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105802;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105803;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105804;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105805;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105808;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105809;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105810;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105811;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105813;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105816;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105817;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105818;29
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105819;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105821;39
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105822;39
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105823;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105824;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105825;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105827;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105828;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105829;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105830;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105831;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105833;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105834;34
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105835;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105837;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105838;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105841;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105842;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105843;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105844;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105845;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105846;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105849;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105850;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105851;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105852;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105854;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105855;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105857;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105861;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105862;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105863;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105865;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105866;3
;;2024-03-11;;;;;;2;;;;;;;;;;5;10105867;29
;;2024-03-11;;;;;;2;;;;;;;;;;5;10105868;40
;;2024-03-25;;;;;;2;;;;;;;;;;5;10105871;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105872;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105873;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105874;29
;;2024-04-17;;;;;;2;;;;;;;;;;5;10105876;42
;;2024-05-08;;;;;;2;;;;;;;;;;5;10105877;40
;;2024-05-17;;;;;;2;;;;;;;;;;5;10105878;43
;;2024-05-30;;;;;;2;;;;;;;;;;5;10105879;15
;;2024-07-08;;;;;;2;;;;;;;;;;5;10105880;43
;;2024-07-08;;;;;;2;;;;;;;;;;5;10105882;31
;;2024-07-08;;;;;;2;;;;;;;;;;5;10105883;36
;;2024-07-09;;;;;;2;;;;;;;;;;5;10105884;16
;;2024-07-11;;;;;;2;;;;;;;;;;5;10105886;26
;;2024-07-12;;;;;;2;;;;;;;;;;5;10105887;44
;;2024-07-24;;;;;;2;;;;;;;;;;5;10105888;31
;;2024-07-24;;;;;;2;;;;;;;;;;5;10105889;27
;;2024-09-05;;;;;;2;;;;;;;;;;5;10105890;41
;;2024-09-05;;;;;;2;;;;;;;;;;5;10105891;32
;;2024-12-10;;;;;;2;;;;;;;;;;5;10106388;17
;;2024-12-10;;;;;;2;;;;;;;;;;5;10106390;18
;;2024-12-10;;;;;;2;;;;;;;;;;5;10106392;19
;;;;;;;;2;;;;1;28;;;;;5;10105235;41
;;;;;;;;2;;;;1;28;;;;;5;10105251;33
;;;;;;;;2;;;;1;28;;;;;5;10105254;28
;;;;;;;;2;;;;1;28;;;;;5;10105310;17
;;;;;;;;2;;;;1;28;;;;;5;10105327;36
;;;;;;;;2;;;;1;28;;;;;5;10105359;24
;;;;;;;;2;;;;1;28;;;;;5;10105362;23
;;;;;;;;2;;;;1;28;;;;;5;10105381;29
;;;;;;;;2;;;;1;28;;;;;5;10105392;18
;;;;;;;;2;;;;1;28;;;;;5;10105449;5
;;;;;;;;2;;;;1;28;;;;;5;10105493;32
;;;;;;;;2;;;;1;28;;;;;5;10105550;6
;;;;;;;;2;;;;1;28;;;;;5;10105555;10
;;;;;;;;2;;;;1;28;;;;;5;10105556;2
;;;;;;;;2;;;;1;28;;;;;5;10105566;2
;;;;;;;;2;;;;1;28;;;;;5;10105567;7
;;;;;;;;2;;;;1;28;;;;;5;10105570;7
;;;;;;;;2;;;;1;28;;;;;5;10105601;30
;;;;;;;;2;;;;1;28;;;;;5;10105618;22
;;;;;;;;2;;;;1;28;;;;;5;10105632;23
;;;;;;;;2;;;;1;28;;;;;5;10105640;1
;;;;;;;;2;;;;1;28;;;;;5;10105656;4
;;;;;;;;2;;;;1;28;;;;;5;10105698;21
;;;;;;;;2;;;;1;28;;;;;5;10105705;8
;;;;;;;;2;;;;1;28;;;;;5;10105725;21
;;;;;;;;2;;;;1;28;;;;;5;10105728;29
;;;;;;;;2;;;;1;28;;;;;5;10105734;24
;;;;;;;;2;;;;1;28;;;;;5;10105742;16
;;;;;;;;2;;;;1;28;;;;;5;10105745;15
;;;;;;;;2;;;;1;28;;;;;5;10105758;16
;;;;;;;;2;;;;1;28;;;;;5;10105765;13
;;;;;;;;2;;;;1;28;;;;;5;10105769;6
;;;;;;;;2;;;;1;28;;;;;5;10105773;4
;;;;;;;;2;;;;1;28;;;;;5;10105786;29
;;;;;;;;2;;;;1;28;;;;;5;10105797;18
;;;;;;;;2;;;;1;28;;;;;5;10105800;27
;;;;;;;;2;;;;1;28;;;;;5;10105801;29
;;;;;;;;2;;;;1;28;;;;;5;10105806;26
;;;;;;;;2;;;;1;28;;;;;5;10105814;16
;;;;;;;;2;;;;1;28;;;;;5;10105820;38
;;;;;;;;2;;;;1;28;;;;;5;10105826;21
;;;;;;;;2;;;;1;28;;;;;5;10105836;8
;;;;;;;;2;;;;1;28;;;;;5;10105839;22
;;;;;;;;2;;;;1;28;;;;;5;10105847;17
;;;;;;;;2;;;;1;28;;;;;5;10105848;3
;;;;;;;;2;;;;1;28;;;;;5;10105853;9
;;;;;;;;2;;;;1;28;;;;;5;10105858;25
;;;;;;;;2;;;;1;28;;;;;5;10105860;4
;;;;;;;;2;;;;1;28;;;;;5;10105864;6
;;;;;;;;2;;;;1;28;;;;;5;10105869;35
;;;;;;;;2;;;;1;28;;;;;5;10105870;27
;;;;;;;;2;;;;1;28;;;;;5;10105875;17
;;;;;;;;2;;;;2;;;;;;5;10105236;34
;;;;;;;;2;;;;2;;;;;;5;10105373;20
;;;;;;;;2;;;;2;;;;;;5;10105374;25
;;;;;;;;2;;;;2;;;;;;5;10105412;9
;;;;;;;;2;;;;2;;;;;;5;10105457;19
;;;;;;;;2;;;;2;;;;;;5;10105519;17
;;;;;;;;2;;;;2;;;;;;5;10105768;15
;;;;;;;;2;;;;2;;;;;;5;10105856;13
